Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Magomed Ankalaev,20,1,1,129.0,89.0,96.0,59.0,126.0,75.0,69.0,56.0,0.0,0.0,0.0,6.0,1.0,1.2270833333333333,69.0,18.772916666666667,1.8695652173913044,15.298811544991512
Magomed Bibulatov,20,0,0,165.0,94.0,115.0,51.0,760.0,329.0,100.0,74.0,0.0,7.0,2.0,21.0,5.0,1.7395833333333333,107.0,18.260416666666668,1.5420560747663552,10.497005988023954
Magomed Mustafaev,25,1,2,125.0,68.0,109.0,54.0,1536.0,613.0,11.0,11.0,0.0,6.0,0.0,53.0,20.0,0.020833333333333332,17.0,24.979166666666668,7.352941176470588,1199.0000000000002
Maia Stevenson,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Mairbek Taisumov,80,0,5,1925.0,893.0,1692.0,701.0,646.0,265.0,387.0,264.0,0.0,57.0,43.0,21.0,7.0,0.625,444.0,79.375,4.335585585585585,127.0
Makwan Amirkhani,55,1,1,247.0,164.0,174.0,105.0,1362.0,463.0,178.0,131.0,9.0,29.0,15.0,49.0,18.0,5.470833333333333,216.0,49.52916666666667,1.1435185185185186,9.053313023610054
Manny Bermudez,15,2,0,43.0,27.0,28.0,12.0,944.0,367.0,24.0,21.0,3.0,5.0,1.0,14.0,5.0,0.4583333333333333,32.0,14.541666666666666,1.34375,31.727272727272727
Manny Vazquez,15,0,0,0.0,0.0,0.0,0.0,451.0,133.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.625,1.0,14.375,0.0,23.0
Manvel Gamburyan,55,1,0,792.0,432.0,556.0,231.0,494.0,198.0,141.0,92.0,11.0,52.0,20.0,29.0,17.0,3.625,204.0,51.375,3.8823529411764706,14.172413793103448
Mara Romero Borella,20,1,0,18.0,16.0,5.0,3.0,527.0,172.0,15.0,15.0,1.0,1.0,1.0,12.0,0.0,0.6666666666666666,17.0,19.333333333333332,1.0588235294117647,29.0
Marc Diakiese,75,1,2,1231.0,642.0,960.0,386.0,1071.0,476.0,241.0,220.0,0.0,74.0,33.0,24.0,8.0,5.708333333333333,315.0,69.29166666666667,3.907936507936508,12.138686131386862
Marcel Fortuna,35,0,1,176.0,96.0,163.0,83.0,760.0,406.0,0.0,0.0,0.0,3.0,0.0,33.0,16.0,0.625,3.0,34.375,58.666666666666664,55.0
Marcelo Golm,20,1,0,70.0,47.0,54.0,35.0,654.0,286.0,36.0,29.0,1.0,1.0,1.0,20.0,6.0,0.625,38.0,19.375,1.8421052631578947,31.0
Marcelo Guimaraes,25,0,0,174.0,85.0,166.0,78.0,368.0,161.0,0.0,0.0,0.0,9.0,3.0,3.0,1.0,0.04583333333333333,9.0,24.954166666666666,19.333333333333332,544.4545454545455
Marcin Bandel,15,0,0,7.0,3.0,7.0,3.0,178.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.625,1.0,14.375,7.0,23.0
Marcin Held,60,0,0,619.0,297.0,468.0,167.0,926.0,339.0,161.0,120.0,4.0,20.0,14.0,28.0,9.0,5.095833333333333,185.0,54.90416666666667,3.345945945945946,10.774325429272283
Marcin Prachnio,10,0,0,45.0,36.0,24.0,15.0,943.0,449.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.625,1.0,9.375,45.0,15.0
Marcin Tybura,110,0,2,3005.0,1864.0,2026.0,1007.0,2571.0,1289.0,824.0,642.0,1.0,39.0,19.0,105.0,34.0,10.135416666666666,864.0,99.86458333333333,3.478009259259259,9.853031860226105
Marcin Wrzosek,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Marcio Alexandre,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Marcio Alexandre Junior,30,0,0,181.0,104.0,122.0,52.0,276.0,115.0,31.0,24.0,0.0,6.0,1.0,8.0,4.0,0.17083333333333334,37.0,29.829166666666666,4.891891891891892,174.60975609756096
Marco Beltran,70,1,0,1193.0,644.0,870.0,357.0,814.0,347.0,400.0,306.0,3.0,24.0,9.0,22.0,7.0,0.7416666666666667,427.0,69.25833333333334,2.7939110070257613,93.38202247191012
Marcos Rogerio de Lima,40,2,3,649.0,513.0,365.0,255.0,1198.0,514.0,328.0,276.0,11.0,0.0,0.0,32.0,12.0,3.1458333333333335,339.0,36.854166666666664,1.9144542772861357,11.71523178807947
Marcus Brimage,40,0,1,534.0,201.0,505.0,172.0,247.0,88.0,14.0,13.0,0.0,6.0,6.0,9.0,1.0,0.29583333333333334,20.0,39.704166666666666,26.7,134.2112676056338
Marina Rodriguez,15,0,0,0.0,0.0,0.0,0.0,874.0,359.0,0.0,0.0,0.0,0.0,0.0,51.0,13.0,0.625,1.0,14.375,0.0,23.0
Marion Reneau,120,2,2,4945.0,2238.0,4263.0,1697.0,1695.0,738.0,851.0,635.0,27.0,9.0,9.0,61.0,30.0,5.691666666666666,887.0,114.30833333333334,5.574971815107102,20.08345534407028
Mark Bocek,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Mark Cherico,5,0,0,0.0,0.0,0.0,0.0,67.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.625,1.0,4.375,0.0,7.0
Mark De La Rosa,20,2,0,6.0,4.0,4.0,2.0,265.0,141.0,3.0,3.0,0.0,0.0,0.0,25.0,20.0,0.125,3.0,19.875,2.0,159.0
Mark Eddiva,45,1,0,919.0,573.0,603.0,287.0,394.0,151.0,183.0,162.0,0.0,38.0,12.0,3.0,1.0,3.65625,221.0,41.34375,4.158371040723982,11.307692307692308
Mark Godbeer,35,1,0,413.0,230.0,382.0,202.0,577.0,253.0,14.0,13.0,0.0,3.0,0.0,1.0,0.0,0.625,17.0,34.375,24.294117647058822,55.0
Mark Hunt,125,0,4,2887.0,1266.0,2545.0,958.0,2291.0,1223.0,265.0,245.0,0.0,8.0,8.0,110.0,39.0,3.404166666666667,273.0,121.59583333333333,10.575091575091575,35.71970624235006
Mark Munoz,25,0,0,19.0,6.0,19.0,6.0,544.0,164.0,0.0,0.0,0.0,13.0,0.0,5.0,1.0,0.03333333333333333,13.0,24.966666666666665,1.4615384615384615,749.0
Markus Perez,35,1,0,160.0,95.0,124.0,64.0,587.0,292.0,38.0,29.0,4.0,11.0,5.0,32.0,14.0,0.8020833333333334,53.0,34.197916666666664,3.018867924528302,42.63636363636363
Marlon Moraes,40,0,2,729.0,232.0,726.0,229.0,2644.0,1219.0,5.0,5.0,2.0,10.0,2.0,77.0,29.0,0.29583333333333334,17.0,39.704166666666666,42.88235294117647,134.2112676056338
Marlon Vera,115,2,2,2778.0,1298.0,2582.0,1146.0,2721.0,971.0,679.0,442.0,46.0,59.0,19.0,68.0,26.0,5.083333333333333,784.0,109.91666666666667,3.5433673469387754,21.622950819672134
Martin Bravo,30,0,1,261.0,129.0,245.0,113.0,1062.0,457.0,8.0,6.0,0.0,0.0,0.0,10.0,8.0,0.625,8.0,29.375,32.625,47.0
Martin Svensson,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Marvin Vettori,65,1,0,1237.0,744.0,749.0,331.0,1400.0,600.0,404.0,312.0,9.0,22.0,13.0,75.0,40.0,6.027083333333334,435.0,58.97291666666666,2.84367816091954,9.784652609747665
Maryna Moroz,80,1,0,1882.0,623.0,1680.0,457.0,1696.0,746.0,240.0,201.0,9.0,9.0,3.0,51.0,20.0,1.3375,258.0,78.6625,7.294573643410852,58.81308411214953
Masanori Kanehara,40,1,0,447.0,340.0,182.0,88.0,245.0,89.0,208.0,199.0,4.0,8.0,4.0,8.0,4.0,3.9583333333333335,220.0,36.041666666666664,2.0318181818181817,9.105263157894736
Masio Fullen,35,1,0,317.0,123.0,269.0,83.0,299.0,103.0,10.0,6.0,0.0,4.0,2.0,1.0,1.0,0.4083333333333333,14.0,34.59166666666667,22.642857142857142,84.71428571428572
Matheus Nicolau,50,1,0,752.0,456.0,573.0,307.0,2131.0,977.0,243.0,185.0,11.0,18.0,12.0,130.0,42.0,4.00625,272.0,45.99375,2.764705882352941,11.480499219968799
Mats Nilsson,20,0,0,64.0,32.0,56.0,25.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,19.375,64.0,31.0
Matt Bessette,35,0,0,282.0,111.0,264.0,97.0,1003.0,366.0,1.0,1.0,0.0,0.0,0.0,67.0,25.0,0.625,1.0,34.375,282.0,55.0
Matt Brown,100,2,2,3776.0,2134.0,3238.0,1647.0,3689.0,1634.0,794.0,663.0,33.0,91.0,51.0,132.0,40.0,6.127083333333333,918.0,93.87291666666667,4.113289760348584,15.320979258755527
Matt Dwyer,40,0,1,214.0,60.0,209.0,55.0,393.0,178.0,17.0,11.0,0.0,3.0,0.0,2.0,1.0,0.041666666666666664,20.0,39.958333333333336,10.7,959.0000000000001
Matt Frevola,15,1,0,66.0,33.0,53.0,20.0,538.0,211.0,19.0,15.0,2.0,4.0,2.0,0.0,0.0,0.8270833333333333,25.0,14.172916666666667,2.64,17.136020151133504
Matt Hobar,35,0,0,226.0,134.0,154.0,77.0,478.0,154.0,124.0,89.0,0.0,9.0,6.0,3.0,1.0,2.1479166666666667,133.0,32.85208333333333,1.699248120300752,15.29485935984481
Matt Mitrione,35,1,3,358.0,161.0,338.0,149.0,383.0,174.0,42.0,33.0,0.0,1.0,0.0,11.0,4.0,0.19166666666666668,43.0,34.80833333333333,8.325581395348838,181.60869565217388
Matt Sayles,15,0,0,0.0,0.0,0.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Matt Schnell,40,0,0,376.0,167.0,319.0,112.0,691.0,304.0,55.0,51.0,3.0,4.0,2.0,27.0,5.0,0.7791666666666667,62.0,39.22083333333333,6.064516129032258,50.336898395721924
Matt Van Buren,20,0,0,10.0,2.0,10.0,2.0,253.0,124.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.625,1.0,19.375,10.0,31.0
Matt Wiman,15,0,0,0.0,0.0,0.0,0.0,317.0,151.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.625,1.0,14.375,0.0,23.0
Matthew Lopez,60,1,1,659.0,417.0,505.0,266.0,1836.0,762.0,306.0,264.0,11.0,28.0,22.0,60.0,18.0,10.729166666666666,345.0,49.270833333333336,1.9101449275362319,4.592233009708738
Mauricio Rua,70,0,1,1458.0,871.0,1165.0,593.0,2168.0,985.0,366.0,306.0,0.0,28.0,13.0,75.0,32.0,3.0541666666666667,394.0,66.94583333333334,3.700507614213198,21.919508867667123
Max Griffin,65,0,1,781.0,380.0,664.0,277.0,1607.0,689.0,179.0,129.0,4.0,3.0,0.0,60.0,22.0,0.1625,186.0,64.8375,4.198924731182796,399.0
Max Holloway,155,2,7,10116.0,5217.0,9492.0,4668.0,3458.0,1506.0,1097.0,900.0,34.0,25.0,15.0,63.0,20.0,24.852083333333333,1156.0,130.14791666666667,8.750865051903114,5.236901668203538
Maximo Blanco,60,1,1,2228.0,1269.0,1781.0,880.0,575.0,222.0,427.0,359.0,1.0,78.0,29.0,27.0,9.0,6.55,506.0,53.45,4.403162055335969,8.160305343511451
Maycee Barber,15,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Mayra Bueno Silva,5,1,0,0.0,0.0,0.0,0.0,56.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.625,1.0,4.375,0.0,7.0
Megan Anderson,15,0,0,0.0,0.0,0.0,0.0,1256.0,406.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.625,1.0,14.375,0.0,23.0
Mehdi Baghdad,20,1,0,6.0,2.0,5.0,1.0,675.0,373.0,2.0,2.0,0.0,0.0,0.0,19.0,9.0,0.625,2.0,19.375,3.0,31.0
Melinda Fabian,30,0,0,175.0,102.0,117.0,49.0,377.0,128.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625,2.0,29.375,87.5,47.0
Melvin Guillard,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Merab Dvalishvili,45,0,0,593.0,290.0,446.0,155.0,1448.0,556.0,54.0,49.0,0.0,68.0,28.0,49.0,21.0,1.3875,122.0,43.6125,4.860655737704918,31.43243243243243
Michael Bisping,170,1,2,8771.0,3168.0,8553.0,2973.0,2089.0,1006.0,329.0,266.0,0.0,18.0,0.0,25.0,12.0,1.9041666666666666,347.0,168.09583333333333,25.276657060518733,88.27789934354486
Michael Chiesa,75,2,0,2575.0,1460.0,1420.0,565.0,2651.0,1137.0,1260.0,916.0,7.0,100.0,41.0,104.0,39.0,21.93125,1367.0,53.06875,1.8836869056327725,2.419777714448561
Michael Cora,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Michael Graves,40,1,0,184.0,132.0,112.0,65.0,243.0,93.0,104.0,87.0,1.0,27.0,16.0,9.0,2.0,3.341666666666667,132.0,36.65833333333333,1.393939393939394,10.97007481296758
Michael Johnson,115,2,1,6302.0,2083.0,6191.0,2009.0,3167.0,1336.0,93.0,71.0,3.0,50.0,22.0,156.0,66.0,2.1125,146.0,112.8875,43.16438356164384,53.43786982248521
Michael McBride,25,0,0,65.0,42.0,31.0,16.0,785.0,375.0,36.0,27.0,0.0,1.0,0.0,47.0,18.0,0.1125,37.0,24.8875,1.7567567567567568,221.2222222222222
Michael McDonald,15,1,0,14.0,6.0,13.0,5.0,858.0,362.0,1.0,1.0,2.0,0.0,0.0,10.0,5.0,0.041666666666666664,3.0,14.958333333333334,4.666666666666667,359.00000000000006
Michael Trizano,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Michal Oleksiejczuk,15,0,0,0.0,0.0,0.0,0.0,84.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Michel Prazeres,125,2,0,3454.0,1844.0,2808.0,1299.0,2763.0,1055.0,775.0,644.0,13.0,362.0,123.0,107.0,41.0,13.004166666666666,1150.0,111.99583333333334,3.0034782608695654,8.612303748798462
Michel Quinones,25,0,0,79.0,16.0,78.0,16.0,174.0,101.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.625,1.0,24.375,79.0,39.0
Michelle Waterson,75,3,0,1203.0,864.0,827.0,522.0,3722.0,1558.0,469.0,406.0,28.0,32.0,29.0,98.0,35.0,14.775,529.0,60.225,2.2741020793950852,4.0761421319796955
Michinori Tanaka,75,0,0,1203.0,686.0,745.0,284.0,479.0,208.0,643.0,525.0,4.0,59.0,28.0,31.0,12.0,7.9875,706.0,67.0125,1.7039660056657224,8.389671361502348
Mickael Lebout,45,0,0,340.0,168.0,307.0,137.0,83.0,50.0,49.0,42.0,0.0,1.0,0.0,0.0,0.0,1.60625,50.0,43.39375,6.8,27.01556420233463
Mickey Gall,40,4,0,291.0,205.0,164.0,93.0,1118.0,484.0,242.0,182.0,18.0,9.0,7.0,48.0,13.0,4.0,269.0,36.0,1.0817843866171004,9.0
Miesha Tate,105,1,0,2677.0,1617.0,1751.0,786.0,1575.0,703.0,886.0,771.0,30.0,97.0,18.0,40.0,18.0,19.25625,1013.0,85.74375,2.642645607107601,4.452775073028238
Mike Easton,30,0,0,116.0,51.0,111.0,46.0,109.0,33.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.625,6.0,29.375,19.333333333333332,47.0
Mike Jackson,20,1,0,6.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,19.375,6.0,31.0
Mike King,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Mike Perry,95,0,4,2962.0,1442.0,2737.0,1223.0,3214.0,1400.0,493.0,416.0,0.0,6.0,3.0,26.0,8.0,4.339583333333334,499.0,90.66041666666666,5.935871743486974,20.891502640422466
Mike Pierce,15,0,0,0.0,0.0,0.0,0.0,188.0,89.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.625,1.0,14.375,0.0,23.0
Mike Pyle,70,0,2,1626.0,923.0,1329.0,644.0,1574.0,620.0,391.0,361.0,16.0,46.0,27.0,73.0,35.0,5.7,453.0,64.3,3.589403973509934,11.280701754385964
Mike Rhodes,35,1,0,377.0,166.0,356.0,149.0,138.0,62.0,3.0,2.0,2.0,10.0,4.0,3.0,0.0,0.075,15.0,34.925,25.133333333333333,465.66666666666663
Mike Rio,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Mike Rodriguez,20,0,1,20.0,7.0,20.0,7.0,271.0,144.0,2.0,2.0,0.0,0.0,0.0,16.0,6.0,0.625,2.0,19.375,10.0,31.0
Mike Santiago,35,0,1,470.0,245.0,380.0,167.0,264.0,99.0,71.0,55.0,2.0,24.0,9.0,19.0,5.0,1.0166666666666666,97.0,33.983333333333334,4.845360824742268,33.42622950819673
Mike Swick,15,0,0,0.0,0.0,0.0,0.0,174.0,66.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.625,1.0,14.375,0.0,23.0
Mike Wilkinson,20,0,1,16.0,7.0,15.0,6.0,19.0,11.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,0.625,7.0,19.375,2.2857142857142856,31.0
Mike de la Torre,55,1,1,2233.0,1258.0,1460.0,539.0,1113.0,514.0,90.0,81.0,0.0,25.0,6.0,38.0,14.0,0.10833333333333334,115.0,54.891666666666666,19.417391304347827,506.6923076923077
Milana Dudieva,35,0,0,184.0,106.0,77.0,22.0,722.0,237.0,98.0,79.0,0.0,12.0,5.0,4.0,1.0,0.5083333333333333,110.0,34.49166666666667,1.6727272727272726,67.85245901639345
Minotauro Nogueira,20,0,0,37.0,12.0,37.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,19.375,37.0,31.0
Mirko Cro Cop,15,0,1,0.0,0.0,0.0,0.0,94.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.625,1.0,14.375,0.0,23.0
Mirsad Bektic,80,1,2,2857.0,1926.0,1355.0,632.0,2167.0,869.0,1919.0,1560.0,6.0,97.0,54.0,130.0,40.0,29.841666666666665,2022.0,50.15833333333333,1.4129574678536103,1.6808154146886345
Misha Cirkunov,45,3,1,1201.0,774.0,734.0,405.0,1162.0,576.0,452.0,368.0,9.0,59.0,34.0,30.0,9.0,5.041666666666667,520.0,39.958333333333336,2.3096153846153844,7.925619834710743
Mitch Clarke,40,2,0,388.0,223.0,307.0,155.0,973.0,367.0,57.0,49.0,3.0,8.0,0.0,22.0,7.0,0.625,68.0,39.375,5.705882352941177,63.0
Mitch Gagnon,50,2,0,587.0,357.0,439.0,209.0,353.0,95.0,98.0,87.0,17.0,20.0,8.0,1.0,1.0,0.625,135.0,49.375,4.348148148148148,79.0
Mizuto Hirota,60,0,0,1314.0,681.0,926.0,346.0,1632.0,642.0,427.0,331.0,0.0,34.0,18.0,18.0,12.0,4.841666666666667,461.0,55.15833333333333,2.8503253796095445,11.392426850258175
Molly McCann,10,1,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,9.375,0.0,15.0
Montana De La Rosa,20,2,0,19.0,8.0,17.0,6.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.625,1.0,19.375,19.0,31.0
Montel Jackson,15,0,0,0.0,0.0,0.0,0.0,203.0,82.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,0.625,1.0,14.375,0.0,23.0
Muslim Salikhov,20,0,1,27.0,10.0,27.0,10.0,523.0,159.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,0.625,1.0,19.375,27.0,31.0
Myles Jury,65,1,2,1386.0,601.0,1273.0,514.0,1924.0,951.0,240.0,171.0,0.0,56.0,26.0,71.0,20.0,3.4583333333333335,296.0,61.541666666666664,4.6824324324324325,17.795180722891565
Nad Narimani,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Nadia Kassem,15,0,0,0.0,0.0,0.0,0.0,171.0,86.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.625,1.0,14.375,0.0,23.0
Nam Phan,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Naoki Inoue,30,0,0,228.0,151.0,116.0,62.0,213.0,68.0,143.0,107.0,5.0,2.0,0.0,3.0,1.0,1.9958333333333333,150.0,28.004166666666666,1.52,14.031315240083508
Naoyuki Kotani,35,1,0,120.0,45.0,96.0,21.0,304.0,109.0,18.0,17.0,0.0,15.0,1.0,37.0,8.0,0.25,33.0,34.75,3.6363636363636362,139.0
Nasrat Haqparast,30,0,0,94.0,43.0,75.0,27.0,529.0,205.0,18.0,14.0,0.0,1.0,1.0,36.0,18.0,0.2375,19.0,29.7625,4.947368421052632,125.31578947368422
Nate Diaz,65,1,0,1212.0,556.0,1064.0,422.0,1439.0,589.0,129.0,118.0,2.0,1.0,1.0,11.0,6.0,0.07916666666666666,132.0,64.92083333333333,9.181818181818182,820.0526315789474
Nate Marquardt,100,1,2,1831.0,1038.0,1505.0,747.0,2202.0,958.0,335.0,285.0,8.0,89.0,25.0,64.0,28.0,10.145833333333334,432.0,89.85416666666667,4.238425925925926,8.856262833675565
Nathan Coy,25,2,0,212.0,99.0,166.0,59.0,645.0,198.0,66.0,58.0,0.0,7.0,5.0,19.0,7.0,2.0375,73.0,22.9625,2.904109589041096,11.269938650306747
Nathaniel Wood,10,1,0,0.0,0.0,0.0,0.0,128.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.625,1.0,9.375,0.0,15.0
Nazareno Malegarie,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Neil Magny,205,2,5,17664.0,10408.0,12705.0,5947.0,4862.0,2143.0,5804.0,4906.0,26.0,638.0,281.0,162.0,64.0,48.204166666666666,6468.0,156.79583333333335,2.730983302411874,3.2527444031463397
Neil Seery,100,2,0,2988.0,1484.0,2452.0,985.0,1488.0,605.0,730.0,630.0,30.0,43.0,18.0,38.0,12.0,0.0125,803.0,99.9875,3.721046077210461,7998.999999999999
Nicco Montano,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,24.375,0.0,39.0
Nick Catone,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Nick Diaz,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,24.375,0.0,39.0
Nick Hein,95,1,0,2452.0,1170.0,2053.0,820.0,881.0,338.0,253.0,204.0,0.0,63.0,20.0,16.0,7.0,88.13125,316.0,6.868750000000006,7.7594936708860756,0.07793773491241762
Nick Roehrick,15,0,0,0.0,0.0,0.0,0.0,194.0,117.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.625,1.0,14.375,0.0,23.0
Nick Urso,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Nico Musoke,75,0,0,1518.0,693.0,1298.0,493.0,529.0,207.0,206.0,170.0,0.0,56.0,14.0,13.0,5.0,7.55,262.0,67.45,5.793893129770993,8.933774834437086
Nicolas Dalby,60,0,0,1007.0,441.0,907.0,348.0,349.0,140.0,118.0,91.0,0.0,39.0,22.0,12.0,8.0,1.6833333333333333,157.0,58.31666666666667,6.414012738853503,34.64356435643565
Nik Lentz,105,1,2,3190.0,1906.0,2380.0,1201.0,1376.0,633.0,907.0,780.0,25.0,241.0,75.0,112.0,44.0,16.75,1173.0,88.25,2.7195225916453536,5.268656716417911
Nikita Krylov,60,5,3,1861.0,1292.0,1301.0,806.0,1521.0,798.0,640.0,524.0,12.0,12.0,1.0,72.0,24.0,1.6166666666666667,664.0,58.38333333333333,2.802710843373494,36.113402061855666
Niklas Backstrom,25,1,0,38.0,19.0,36.0,17.0,122.0,50.0,10.0,6.0,4.0,0.0,0.0,13.0,4.0,0.625,14.0,24.375,2.7142857142857144,39.0
Niko Price,55,3,2,1361.0,451.0,1187.0,326.0,2673.0,1244.0,222.0,157.0,18.0,44.0,11.0,62.0,22.0,5.375,284.0,49.625,4.792253521126761,9.232558139534884
Nina Ansaroff,75,1,0,1504.0,857.0,1215.0,607.0,1810.0,774.0,239.0,194.0,12.0,13.0,5.0,61.0,15.0,6.45,264.0,68.55,5.696969696969697,10.627906976744185
Ning Guangyou,55,0,1,680.0,344.0,518.0,208.0,273.0,130.0,158.0,124.0,3.0,15.0,10.0,22.0,12.0,0.625,176.0,54.375,3.8636363636363638,87.0
Noad Lahat,45,0,0,519.0,319.0,366.0,173.0,86.0,38.0,158.0,143.0,1.0,31.0,9.0,3.0,2.0,2.0625,190.0,42.9375,2.731578947368421,20.818181818181817
Nolan Ticman,20,0,0,8.0,3.0,8.0,3.0,67.0,27.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.6958333333333333,9.0,19.304166666666667,0.8888888888888888,27.742514970059883
Nordine Taleb,105,2,2,3893.0,2648.0,2703.0,1514.0,1647.0,718.0,1624.0,1402.0,0.0,114.0,90.0,54.0,16.0,14.0375,1738.0,90.9625,2.2399309551208284,6.479964381121995
Norifumi Yamamoto,10,0,0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.625,1.0,9.375,0.0,15.0
Norman Parke,85,0,1,2059.0,874.0,1683.0,547.0,687.0,273.0,234.0,134.0,0.0,108.0,17.0,42.0,18.0,4.6375,342.0,80.3625,6.02046783625731,17.328840970350402
