Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Glover Teixeira,135,1,3,5036.0,2804.0,3923.0,1861.0,3227.0,1522.0,1414.0,1129.0,11.0,161.0,47.0,188.0,94.0,25.175,1586.0,109.825,3.1752837326607817,4.362462760675273
Godofredo Pepey,55,3,1,836.0,402.0,623.0,233.0,1948.0,816.0,299.0,227.0,24.0,26.0,2.0,110.0,42.0,1.5875,349.0,53.4125,2.3954154727793697,33.645669291338585
Gokhan Saki,10,0,1,66.0,40.0,66.0,40.0,545.0,251.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.03333333333333333,1.0,9.966666666666667,66.0,299.0
Gray Maynard,80,0,0,935.0,430.0,776.0,289.0,1332.0,632.0,182.0,144.0,5.0,120.0,38.0,78.0,20.0,5.254166666666666,307.0,74.74583333333334,3.045602605863192,14.226011102299763
Greg Rebello,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Gregor Gillespie,45,2,2,950.0,605.0,577.0,290.0,780.0,329.0,547.0,439.0,2.0,92.0,29.0,58.0,30.0,9.29375,641.0,35.70625,1.4820592823712948,3.8419636852723604
Guido Cannetti,45,2,0,398.0,224.0,360.0,188.0,565.0,227.0,53.0,37.0,0.0,22.0,12.0,7.0,6.0,1.43125,75.0,43.56875,5.306666666666667,30.4410480349345
Guilherme Vasconcelos,15,0,0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Gunnar Nelson,85,5,0,1234.0,783.0,969.0,551.0,2687.0,1155.0,431.0,367.0,20.0,42.0,26.0,69.0,24.0,4.76875,493.0,80.23125,2.5030425963488843,16.82437745740498
Guto Inocente,10,1,0,10.0,8.0,8.0,6.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,9.375,10.0,15.0
Hacran Dias,90,0,0,1382.0,797.0,1008.0,461.0,1418.0,538.0,276.0,225.0,4.0,94.0,43.0,79.0,24.0,10.93125,374.0,79.06875,3.695187165775401,7.233276157804459
Hakeem Dawodu,20,1,0,3.0,3.0,3.0,3.0,538.0,230.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0125,1.0,19.9875,3.0,1599.0
Hans Stringer,30,0,0,365.0,274.0,200.0,121.0,262.0,152.0,168.0,139.0,0.0,19.0,5.0,2.0,2.0,2.35625,187.0,27.64375,1.9518716577540107,11.73209549071618
Hatsu Hioki,35,0,0,285.0,135.0,199.0,69.0,297.0,134.0,79.0,59.0,4.0,16.0,11.0,8.0,3.0,3.1645833333333333,99.0,31.835416666666667,2.878787878787879,10.059907834101383
Hayder Hassan,15,1,0,15.0,7.0,11.0,3.0,57.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.625,2.0,14.375,7.5,23.0
Heather Jo Clark,45,0,0,491.0,304.0,350.0,182.0,169.0,66.0,47.0,35.0,2.0,25.0,2.0,0.0,0.0,0.0875,74.0,44.9125,6.635135135135135,513.2857142857143
Hector Aldana,10,0,0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Hector Lombard,105,0,0,2899.0,1704.0,2335.0,1159.0,3399.0,1556.0,828.0,720.0,8.0,107.0,68.0,197.0,75.0,2.0833333333333335,943.0,102.91666666666667,3.0742311770943798,49.4
Hector Sandoval,30,1,1,270.0,160.0,223.0,113.0,1375.0,550.0,34.0,30.0,4.0,32.0,7.0,149.0,51.0,0.5041666666666667,70.0,29.495833333333334,3.857142857142857,58.50413223140496
Hector Urbina,25,1,0,51.0,30.0,39.0,18.0,190.0,106.0,10.0,9.0,7.0,0.0,0.0,16.0,14.0,0.5708333333333333,17.0,24.429166666666667,3.0,42.79562043795621
Henrique da Silva,55,1,1,1312.0,827.0,1144.0,674.0,548.0,162.0,315.0,267.0,4.0,9.0,3.0,9.0,6.0,2.9541666666666666,328.0,52.045833333333334,4.0,17.61777150916784
Henry Briones,60,1,0,973.0,469.0,858.0,367.0,1521.0,597.0,111.0,80.0,4.0,2.0,0.0,74.0,24.0,0.3333333333333333,117.0,59.666666666666664,8.316239316239317,179.0
Henry Cejudo,130,0,1,5283.0,2943.0,4071.0,1845.0,4754.0,2059.0,668.0,490.0,7.0,204.0,72.0,233.0,113.0,15.770833333333334,879.0,114.22916666666667,6.010238907849829,7.243064729194187
Hernani Perpetuo,30,0,0,99.0,26.0,93.0,21.0,66.0,30.0,8.0,6.0,1.0,1.0,0.0,4.0,3.0,0.17083333333333334,10.0,29.829166666666666,9.9,174.60975609756096
Holly Holm,170,0,2,6042.0,2198.0,5677.0,1871.0,2117.0,1028.0,103.0,74.0,0.0,40.0,13.0,42.0,16.0,0.9083333333333333,143.0,169.09166666666667,42.25174825174825,186.1559633027523
Horacio Gutierrez,20,0,0,45.0,16.0,38.0,10.0,219.0,115.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.625,5.0,19.375,9.0,31.0
Hu Yaozong,10,1,0,0.0,0.0,0.0,0.0,100.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.625,1.0,9.375,0.0,15.0
Hugo Viana,45,0,0,522.0,180.0,514.0,173.0,162.0,81.0,8.0,3.0,0.0,0.0,0.0,7.0,4.0,0.03333333333333333,8.0,44.96666666666667,65.25,1349.0
Humberto Bandenay,10,0,1,7.0,5.0,7.0,5.0,717.0,312.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.625,2.0,9.375,3.5,15.0
Humberto Brown Morrison,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Hyun Gyu Lim,60,0,1,1283.0,587.0,1248.0,556.0,687.0,310.0,68.0,60.0,4.0,0.0,0.0,34.0,15.0,0.5125,72.0,59.4875,17.819444444444443,116.07317073170732
Ian Entwistle,15,1,0,20.0,2.0,20.0,2.0,222.0,77.0,0.0,0.0,9.0,4.0,0.0,3.0,1.0,0.625,13.0,14.375,1.5384615384615385,23.0
Ian McCall,30,0,0,176.0,112.0,119.0,56.0,522.0,209.0,39.0,37.0,0.0,7.0,3.0,12.0,6.0,0.6541666666666667,46.0,29.345833333333335,3.8260869565217392,44.85987261146497
Igor Araujo,40,0,0,428.0,284.0,94.0,32.0,540.0,173.0,386.0,270.0,2.0,13.0,2.0,23.0,6.0,4.9,401.0,35.1,1.0673316708229426,7.163265306122449
Igor Pokrajac,20,0,0,7.0,4.0,6.0,3.0,179.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.625,1.0,19.375,7.0,31.0
Ildemar Alcantara,60,0,0,573.0,306.0,466.0,215.0,36.0,27.0,169.0,127.0,0.0,26.0,14.0,1.0,1.0,3.3854166666666665,195.0,56.614583333333336,2.9384615384615387,16.723076923076924
Ilir Latifi,70,2,3,692.0,371.0,608.0,319.0,2344.0,1051.0,132.0,87.0,16.0,66.0,28.0,103.0,37.0,1.8541666666666667,214.0,68.14583333333333,3.2336448598130842,36.75280898876404
Ion Cutelaba,55,1,2,1636.0,491.0,1611.0,468.0,538.0,328.0,64.0,41.0,0.0,21.0,12.0,16.0,10.0,2.3333333333333335,85.0,52.666666666666664,19.24705882352941,22.57142857142857
Irene Aldana,60,0,0,1474.0,642.0,1385.0,562.0,1439.0,523.0,90.0,74.0,0.0,5.0,4.0,15.0,3.0,0.43333333333333335,95.0,59.56666666666667,15.51578947368421,137.46153846153845
Isaac Vallie-Flagg,45,0,0,469.0,264.0,376.0,172.0,0.0,0.0,76.0,76.0,0.0,4.0,1.0,0.0,0.0,0.125,80.0,44.875,5.8625,359.0
Islam Makhachev,55,2,1,969.0,633.0,489.0,301.0,1317.0,611.0,527.0,395.0,11.0,47.0,37.0,112.0,50.0,16.791666666666668,585.0,38.20833333333333,1.6564102564102565,2.275434243176178
Israel Adesanya,50,0,1,322.0,207.0,273.0,161.0,1219.0,533.0,3.0,3.0,0.0,1.0,0.0,33.0,11.0,0.625,4.0,49.375,80.5,79.0
Iuri Alcantara,130,2,2,5190.0,2979.0,4026.0,1971.0,2912.0,1162.0,1833.0,1454.0,14.0,118.0,63.0,98.0,26.0,19.404166666666665,1965.0,110.59583333333333,2.6412213740458017,5.699592012024909
Ivan Jorge,35,1,0,409.0,177.0,382.0,151.0,52.0,21.0,16.0,15.0,3.0,28.0,3.0,0.0,0.0,1.0479166666666666,47.0,33.952083333333334,8.702127659574469,32.39960238568589
Ivan Menjivar,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Izabela Badurek,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
JC Cottrell,20,1,0,78.0,39.0,53.0,14.0,239.0,98.0,24.0,24.0,0.0,0.0,0.0,34.0,7.0,0.35833333333333334,24.0,19.641666666666666,3.25,54.81395348837209
JJ Aldrich,60,0,0,1137.0,596.0,883.0,343.0,720.0,282.0,102.0,97.0,0.0,5.0,1.0,31.0,7.0,0.35833333333333334,107.0,59.641666666666666,10.626168224299066,166.44186046511626
JP Buys,10,0,0,0.0,0.0,0.0,0.0,529.0,173.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.625,1.0,9.375,0.0,15.0
Jacare Souza,90,3,2,2206.0,1387.0,1449.0,742.0,3299.0,1568.0,1124.0,939.0,40.0,168.0,64.0,84.0,32.0,36.60625,1332.0,53.39375,1.6561561561561562,1.4585965511353933
Jack Hermansson,55,1,3,1445.0,881.0,1199.0,646.0,2188.0,986.0,288.0,234.0,0.0,37.0,10.0,84.0,25.0,3.875,325.0,51.125,4.446153846153846,13.193548387096774
Jack Marshman,40,1,1,648.0,255.0,582.0,213.0,1052.0,472.0,101.0,56.0,0.0,0.0,0.0,69.0,32.0,0.0625,101.0,39.9375,6.415841584158416,639.0
Jack May,20,0,0,24.0,23.0,6.0,5.0,46.0,15.0,21.0,21.0,0.0,3.0,1.0,2.0,0.0,0.425,24.0,19.575,1.0,46.05882352941176
Jake Collier,70,0,1,1505.0,653.0,1322.0,499.0,404.0,183.0,101.0,79.0,6.0,30.0,12.0,11.0,2.0,4.152083333333334,137.0,65.84791666666666,10.985401459854014,15.859006522829903
Jake Ellenberger,80,1,1,2522.0,1023.0,2256.0,782.0,4511.0,2112.0,173.0,140.0,7.0,72.0,28.0,42.0,21.0,2.8541666666666665,252.0,77.14583333333333,10.007936507936508,27.029197080291972
Jake Lindsey,30,1,0,399.0,316.0,202.0,122.0,116.0,45.0,77.0,73.0,0.0,5.0,1.0,9.0,2.0,0.625,82.0,29.375,4.865853658536586,47.0
Jake Matthews,110,4,1,4268.0,2639.0,3056.0,1517.0,3313.0,1343.0,2038.0,1719.0,28.0,202.0,76.0,123.0,41.0,29.020833333333332,2268.0,80.97916666666667,1.8818342151675485,2.7903804737975597
Jake Shields,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Jalin Turner,5,0,0,0.0,0.0,0.0,0.0,372.0,184.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.625,1.0,4.375,0.0,7.0
Jamelle Jones,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
James Bochnovic,15,1,0,35.0,15.0,24.0,5.0,60.0,30.0,10.0,10.0,0.0,1.0,0.0,5.0,2.0,0.625,11.0,14.375,3.1818181818181817,23.0
James Gray,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
James Krause,95,1,2,3382.0,1567.0,3108.0,1365.0,2288.0,1009.0,243.0,153.0,12.0,137.0,13.0,74.0,31.0,4.427083333333333,392.0,90.57291666666667,8.627551020408163,20.458823529411767
James Moontasri,65,2,1,1379.0,917.0,709.0,355.0,942.0,366.0,801.0,564.0,4.0,1.0,0.0,59.0,21.0,8.985416666666667,806.0,56.014583333333334,1.7109181141439207,6.233943890563412
James Mulheron,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
James Te Huna,10,0,0,21.0,17.0,10.0,6.0,1.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.029166666666666667,8.0,9.970833333333333,2.625,341.85714285714283
James Vick,105,2,2,5773.0,2448.0,5329.0,2004.0,3650.0,1624.0,371.0,350.0,19.0,26.0,5.0,89.0,35.0,2.7291666666666665,416.0,102.27083333333333,13.877403846153847,37.47328244274809
Jamie Colleen,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Jamie Moyle,45,0,0,511.0,313.0,398.0,226.0,417.0,169.0,93.0,68.0,0.0,21.0,6.0,11.0,9.0,1.3916666666666666,114.0,43.608333333333334,4.482456140350878,31.33532934131737
Jamie Pickett,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Jamie Varner,20,0,0,277.0,111.0,222.0,79.0,127.0,49.0,55.0,30.0,2.0,1.0,1.0,4.0,0.0,0.8166666666666667,58.0,19.183333333333334,4.775862068965517,23.48979591836735
Jan Blachowicz,130,2,1,4622.0,2660.0,3670.0,1845.0,2458.0,1302.0,1282.0,998.0,10.0,87.0,47.0,115.0,51.0,13.63125,1379.0,116.36875,3.351704133430022,8.536909674461256
Jared Cannonier,75,0,2,1379.0,860.0,1191.0,688.0,1549.0,700.0,210.0,198.0,0.0,10.0,2.0,39.0,16.0,1.3916666666666666,220.0,73.60833333333333,6.2681818181818185,52.89221556886228
Jared Gordon,30,0,1,649.0,393.0,452.0,235.0,732.0,296.0,338.0,258.0,0.0,19.0,10.0,44.0,15.0,3.075,357.0,26.925,1.8179271708683473,8.75609756097561
Jared Rosholt,95,0,1,2367.0,1869.0,964.0,615.0,591.0,274.0,1636.0,1426.0,2.0,85.0,37.0,27.0,8.0,11.81875,1723.0,83.18125,1.3737666860127684,7.038075092543629
Jarjis Danho,30,0,0,108.0,55.0,88.0,38.0,79.0,61.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.625,1.0,29.375,108.0,47.0
Jarred Brooks,55,0,0,565.0,302.0,413.0,172.0,128.0,53.0,181.0,153.0,3.0,51.0,31.0,19.0,10.0,4.5375,235.0,50.4625,2.404255319148936,11.121212121212121
Jason Gonzalez,20,2,0,78.0,24.0,78.0,24.0,457.0,175.0,0.0,0.0,1.0,0.0,0.0,37.0,10.0,0.0375,1.0,19.9625,78.0,532.3333333333334
Jason High,10,0,0,0.0,0.0,0.0,0.0,56.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625,1.0,9.375,0.0,15.0
Jason Jackson,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Jason Knight,105,1,1,4005.0,1730.0,3527.0,1300.0,2953.0,1239.0,776.0,694.0,52.0,110.0,41.0,127.0,47.0,10.0375,938.0,94.9625,4.269722814498934,9.460772104607722
Jason Novelli,25,0,0,29.0,9.0,28.0,8.0,392.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,24.375,29.0,39.0
Jason Saggo,65,0,2,1121.0,611.0,761.0,341.0,1179.0,509.0,578.0,393.0,0.0,85.0,36.0,100.0,38.0,7.079166666666667,663.0,57.920833333333334,1.6907993966817496,8.181871689228958
Jay Cucciniello,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Jeff Hughes,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Jenel Lausa,55,0,0,536.0,292.0,419.0,193.0,630.0,207.0,142.0,112.0,5.0,5.0,4.0,43.0,14.0,0.9,152.0,54.1,3.526315789473684,60.111111111111114
Jennifer Maia,15,0,0,0.0,0.0,0.0,0.0,235.0,132.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,0.625,1.0,14.375,0.0,23.0
Jeremy Kennedy,55,0,0,686.0,398.0,455.0,214.0,728.0,345.0,294.0,235.0,0.0,74.0,39.0,38.0,16.0,6.604166666666667,368.0,48.395833333333336,1.8641304347826086,7.3280757097791795
Jeremy Kimball,20,0,1,115.0,61.0,107.0,53.0,277.0,171.0,27.0,17.0,0.0,4.0,1.0,4.0,0.0,0.21041666666666667,31.0,19.789583333333333,3.7096774193548385,94.04950495049505
Jeremy Stephens,170,0,3,9853.0,4047.0,9268.0,3524.0,5202.0,2119.0,627.0,499.0,5.0,161.0,11.0,129.0,46.0,6.479166666666667,793.0,163.52083333333334,12.424968474148802,25.237942122186496
Jerrod Sanders,35,2,0,76.0,58.0,35.0,23.0,591.0,236.0,52.0,43.0,3.0,10.0,3.0,34.0,15.0,2.1333333333333333,65.0,32.86666666666667,1.1692307692307693,15.40625
Jessamyn Duke,35,0,0,364.0,144.0,360.0,140.0,567.0,171.0,6.0,4.0,0.0,12.0,6.0,8.0,0.0,0.18333333333333332,18.0,34.81666666666667,20.22222222222222,189.90909090909093
Jesse Ronson,30,0,0,129.0,56.0,126.0,53.0,142.0,39.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.625,2.0,29.375,64.5,47.0
Jesse Taylor,10,1,0,0.0,0.0,0.0,0.0,187.0,88.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.625,1.0,9.375,0.0,15.0
Jessica Aguilar,45,0,0,574.0,278.0,484.0,197.0,860.0,359.0,86.0,68.0,0.0,11.0,4.0,26.0,14.0,1.4375,97.0,43.5625,5.917525773195877,30.304347826086957
Jessica Andrade,140,2,2,9532.0,5616.0,7267.0,3606.0,6494.0,2961.0,2809.0,2344.0,32.0,248.0,137.0,132.0,51.0,32.77708333333333,3089.0,107.22291666666666,3.0857882809970865,3.2712769338333443
Jessica Eye,115,0,1,3943.0,1936.0,3337.0,1368.0,1603.0,757.0,428.0,405.0,10.0,8.0,7.0,37.0,13.0,5.65,446.0,109.35,8.840807174887892,19.353982300884955
Jessica Penne,55,0,0,772.0,366.0,561.0,194.0,1010.0,399.0,261.0,207.0,0.0,52.0,12.0,21.0,12.0,4.93125,313.0,50.06875,2.466453674121406,10.153358681875792
Jessica Rakoczy,15,0,0,0.0,0.0,0.0,0.0,275.0,104.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.625,1.0,14.375,0.0,23.0
Jessica-Rose Clark,45,0,0,484.0,294.0,446.0,257.0,1763.0,766.0,72.0,67.0,3.0,9.0,6.0,33.0,14.0,3.339583333333333,84.0,41.66041666666667,5.761904761904762,12.474734872114787
Jessin Ayari,30,0,0,174.0,72.0,172.0,70.0,129.0,74.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.625,3.0,29.375,58.0,47.0
Ji Yeon Kim,45,0,0,552.0,198.0,539.0,188.0,635.0,311.0,8.0,0.0,0.0,2.0,0.0,15.0,4.0,0.4,10.0,44.6,55.2,111.5
Jianping Yang,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Jim Alers,50,0,0,720.0,398.0,484.0,199.0,397.0,131.0,241.0,200.0,2.0,19.0,8.0,14.0,5.0,0.8166666666666667,262.0,49.18333333333333,2.7480916030534353,60.224489795918366
Jim Miller,160,2,1,7096.0,3576.0,6132.0,2741.0,5583.0,2412.0,1118.0,895.0,72.0,221.0,82.0,113.0,41.0,26.4,1411.0,133.6,5.029057406094968,5.0606060606060606
Jimi Manuwa,70,0,2,1054.0,640.0,819.0,435.0,2715.0,1263.0,15.0,12.0,3.0,19.0,0.0,90.0,47.0,0.0125,37.0,69.9875,28.486486486486488,5598.999999999999
Jimmie Rivera,85,0,1,2652.0,1151.0,2538.0,1052.0,2851.0,1236.0,42.0,30.0,0.0,51.0,16.0,75.0,24.0,1.0125,93.0,83.9875,28.516129032258064,82.95061728395062
Jimmy Wallhead,25,1,0,142.0,53.0,135.0,47.0,216.0,87.0,9.0,5.0,0.0,0.0,0.0,5.0,1.0,0.06666666666666667,9.0,24.933333333333334,15.777777777777779,374.0
Jimy Hettes,20,0,0,88.0,49.0,64.0,34.0,22.0,9.0,19.0,12.0,0.0,4.0,0.0,2.0,0.0,0.20833333333333334,23.0,19.791666666666668,3.8260869565217392,95.0
Jin Soo Son,15,0,0,0.0,0.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Joachim Christensen,35,1,1,932.0,567.0,565.0,233.0,146.0,84.0,249.0,207.0,0.0,2.0,0.0,2.0,1.0,1.7,251.0,33.3,3.7131474103585655,19.588235294117645
Joanna Jedrzejczyk,200,0,2,13125.0,6783.0,12255.0,6002.0,5213.0,2352.0,437.0,357.0,0.0,14.0,9.0,158.0,85.0,4.329166666666667,451.0,195.67083333333332,29.1019955654102,45.19826756496631
Joanne Calderwood,75,2,1,3938.0,2395.0,2870.0,1503.0,1692.0,714.0,925.0,670.0,0.0,58.0,33.0,32.0,18.0,13.241666666666667,983.0,61.75833333333333,4.0061037639877926,4.66393958464443
Joaquim Silva,50,0,1,688.0,228.0,644.0,199.0,497.0,228.0,63.0,38.0,1.0,2.0,0.0,52.0,20.0,0.325,66.0,49.675,10.424242424242424,152.84615384615384
Joby Sanchez,70,1,1,2234.0,848.0,1939.0,602.0,191.0,73.0,358.0,241.0,6.0,16.0,13.0,9.0,4.0,7.085416666666666,380.0,62.91458333333333,5.878947368421053,8.879447221405469
Jocelyn Jones-Lybarger,45,0,0,526.0,202.0,447.0,137.0,747.0,350.0,16.0,14.0,0.0,5.0,1.0,31.0,8.0,0.17916666666666667,21.0,44.82083333333333,25.047619047619047,250.1627906976744
Jodie Esquibel,30,0,0,176.0,66.0,175.0,65.0,1224.0,455.0,4.0,4.0,0.0,1.0,0.0,10.0,4.0,0.625,5.0,29.375,35.2,47.0
Joe Duffy,55,2,1,879.0,362.0,791.0,275.0,1556.0,675.0,112.0,99.0,9.0,0.0,0.0,47.0,8.0,0.19166666666666668,121.0,54.80833333333333,7.264462809917355,285.9565217391304
Joe Ellenberger,30,0,0,73.0,50.0,37.0,22.0,0.0,0.0,50.0,39.0,2.0,10.0,3.0,0.0,0.0,0.9875,62.0,29.0125,1.1774193548387097,29.379746835443036
Joe Giannetti,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Joe Gigliotti,20,0,0,40.0,24.0,31.0,15.0,272.0,155.0,5.0,4.0,1.0,1.0,1.0,16.0,4.0,0.17916666666666667,7.0,19.820833333333333,5.714285714285714,110.62790697674419
Joe Lauzon,105,0,3,3612.0,1844.0,2971.0,1281.0,3266.0,1372.0,790.0,661.0,9.0,132.0,50.0,95.0,31.0,14.945833333333333,931.0,90.05416666666667,3.8796992481203008,6.025369389461947
Joe Merritt,15,0,0,0.0,0.0,0.0,0.0,89.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.625,1.0,14.375,0.0,23.0
Joe Proctor,55,1,1,1759.0,668.0,1695.0,623.0,939.0,448.0,75.0,48.0,11.0,0.0,0.0,14.0,2.0,0.325,86.0,54.675,20.453488372093023,168.23076923076923
Joe Riggs,35,0,1,205.0,147.0,140.0,83.0,649.0,353.0,90.0,77.0,0.0,9.0,9.0,23.0,6.0,1.9166666666666667,99.0,33.083333333333336,2.0707070707070705,17.26086956521739
Joe Soto,90,2,0,3100.0,1391.0,2764.0,1097.0,2301.0,1034.0,399.0,355.0,35.0,84.0,14.0,111.0,57.0,4.220833333333333,518.0,85.77916666666667,5.984555984555985,20.322803553800593
Joey Gomez,40,0,0,309.0,104.0,278.0,74.0,137.0,52.0,23.0,19.0,0.0,2.0,2.0,6.0,4.0,0.0625,25.0,39.9375,12.36,639.0
John Castaneda,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
John Dodson,140,0,2,3776.0,2001.0,3247.0,1529.0,3642.0,1501.0,277.0,201.0,0.0,68.0,25.0,125.0,49.0,2.6041666666666665,345.0,137.39583333333334,10.944927536231884,52.760000000000005
John Gunther,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
John Hathaway,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
John Howard,60,0,0,901.0,681.0,528.0,334.0,1035.0,452.0,159.0,150.0,0.0,21.0,10.0,62.0,19.0,2.4166666666666665,180.0,57.583333333333336,5.0055555555555555,23.827586206896555
John Lineker,140,1,3,7260.0,3132.0,6761.0,2677.0,3486.0,1436.0,859.0,673.0,45.0,46.0,23.0,82.0,31.0,5.777083333333334,950.0,134.22291666666666,7.6421052631578945,23.23368193292463
John Makdessi,95,0,1,3742.0,2041.0,3506.0,1846.0,2369.0,962.0,324.0,194.0,0.0,15.0,0.0,44.0,15.0,1.9375,339.0,93.0625,11.03834808259587,48.03225806451613
John Moraga,140,2,1,5037.0,2558.0,4072.0,1695.0,2201.0,863.0,1079.0,993.0,54.0,122.0,17.0,137.0,61.0,15.472916666666666,1255.0,124.52708333333334,4.0135458167330675,8.048067860508954
John Phillips,5,0,0,0.0,0.0,0.0,0.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,4.375,0.0,7.0
Johnny Bedford,20,1,0,23.0,15.0,23.0,15.0,61.0,21.0,4.0,4.0,0.0,0.0,0.0,7.0,4.0,0.625,4.0,19.375,5.75,31.0
Johnny Case,85,2,1,1847.0,837.0,1554.0,604.0,849.0,411.0,573.0,419.0,0.0,52.0,29.0,75.0,22.0,12.979166666666666,625.0,72.02083333333333,2.9552,5.548956661316212
Johnny Eduardo,40,1,2,303.0,137.0,290.0,124.0,668.0,321.0,33.0,29.0,1.0,12.0,0.0,53.0,24.0,0.075,46.0,39.925,6.586956521739131,532.3333333333334
