Name,estimated_minutes,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Significant Strikes Landed per Minute,Str. Acc. - Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (% of Opponents Strikes Missed),Average Takedowns Landed per minute,TD Acc. - Takedown Accuracy,Takedown Defense (% of opponents TD attempts missed),Sub. Avg. - Average Submissions Attempted per minute
Aaron Phillips,30,40.0,18.0,83.0,21.0,1.0,0.0,0.0,2.0,0.0,0.6,0.45,0.7,2.066666666666667,2.7666666666666666,0.0,1.0,0.03333333333333333
Abdul Razak Alhassan,35,540.0,244.0,1093.0,384.0,0.0,6.0,2.0,40.0,20.0,6.9714285714285715,0.45185185185185184,10.971428571428572,20.257142857142856,31.228571428571428,0.3333333333333333,0.5,0.0
Abdul-Kerim Edilov,10,0.0,0.0,60.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,3.5,6.0,0.0,1.0,0.0
Abel Trujillo,75,1080.0,276.0,1815.0,827.0,3.0,60.0,17.0,32.0,12.0,3.68,0.25555555555555554,11.026666666666667,13.173333333333334,24.2,0.2833333333333333,0.625,0.04
Abner Lloveras,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Azaitar,15,0.0,0.0,467.0,216.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,14.4,16.733333333333334,31.133333333333333,0.0,0.6,0.0
Adam Antolin,15,0.0,0.0,143.0,59.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.933333333333333,5.6,9.533333333333333,0.0,0.625,0.0
Adam Milstead,35,233.0,117.0,357.0,158.0,0.0,0.0,0.0,23.0,13.0,3.342857142857143,0.5021459227467812,4.514285714285714,5.685714285714286,10.2,0.0,0.43478260869565216,0.0
Adam Wieczorek,25,95.0,42.0,367.0,238.0,0.0,1.0,0.0,18.0,10.0,1.68,0.4421052631578947,9.52,5.16,14.68,0.0,0.4444444444444444,0.0
Adam Yandiev,10,0.0,0.0,312.0,140.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,14.0,17.2,31.2,0.0,0.6363636363636364,0.0
Adriano Martins,60,452.0,177.0,643.0,282.0,0.0,12.0,9.0,49.0,19.0,2.95,0.3915929203539823,4.7,6.016666666666667,10.716666666666667,0.75,0.6122448979591837,0.0
Aiemann Zahabi,30,112.0,44.0,249.0,124.0,0.0,0.0,0.0,6.0,3.0,1.4666666666666666,0.39285714285714285,4.133333333333334,4.166666666666667,8.3,0.0,0.5,0.0
Aisling Daly,35,117.0,59.0,139.0,68.0,3.0,9.0,4.0,4.0,1.0,1.6857142857142857,0.5042735042735043,1.9428571428571428,2.0285714285714285,3.9714285714285715,0.4444444444444444,0.75,0.08571428571428572
Akbarh Arreola,45,345.0,148.0,491.0,221.0,2.0,8.0,8.0,22.0,8.0,3.2888888888888888,0.4289855072463768,4.911111111111111,6.0,10.911111111111111,1.0,0.6363636363636364,0.044444444444444446
Akira Corassani,20,161.0,59.0,710.0,355.0,0.0,2.0,0.0,11.0,5.0,2.95,0.36645962732919257,17.75,17.75,35.5,0.0,0.5454545454545454,0.0
Al Iaquinta,105,3232.0,1309.0,1886.0,874.0,19.0,44.0,9.0,69.0,26.0,12.466666666666667,0.40501237623762376,8.323809523809524,9.638095238095238,17.961904761904762,0.20454545454545456,0.6231884057971014,0.18095238095238095
Alan Jouban,105,4316.0,2266.0,2139.0,892.0,0.0,22.0,13.0,51.0,22.0,21.580952380952382,0.5250231696014829,8.495238095238095,11.876190476190477,20.37142857142857,0.5909090909090909,0.5686274509803921,0.0
Alan Omer,30,101.0,58.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.9333333333333333,0.5742574257425742,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Alan Patrick,85,1008.0,385.0,1310.0,608.0,5.0,135.0,44.0,41.0,26.0,4.529411764705882,0.3819444444444444,7.152941176470589,8.258823529411766,15.411764705882353,0.32592592592592595,0.36585365853658536,0.058823529411764705
Albert Cheng,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Morales,80,2280.0,769.0,948.0,460.0,0.0,23.0,7.0,18.0,12.0,9.6125,0.33728070175438596,5.75,6.1,11.85,0.30434782608695654,0.3333333333333333,0.0
Albert Tumenov,85,2039.0,860.0,1453.0,698.0,0.0,18.0,7.0,30.0,11.0,10.117647058823529,0.4217753800882786,8.211764705882352,8.882352941176471,17.094117647058823,0.3888888888888889,0.6333333333333333,0.0
Alberto Mina,45,523.0,256.0,502.0,244.0,0.0,38.0,6.0,24.0,8.0,5.688888888888889,0.4894837476099426,5.4222222222222225,5.733333333333333,11.155555555555555,0.15789473684210525,0.6666666666666666,0.0
Alberto Uda,15,27.0,15.0,287.0,104.0,0.0,2.0,1.0,4.0,2.0,1.0,0.5555555555555556,6.933333333333334,12.2,19.133333333333333,0.5,0.5,0.0
Alejandro Perez,105,3313.0,1268.0,1839.0,720.0,8.0,60.0,15.0,55.0,29.0,12.076190476190476,0.38273468155750073,6.857142857142857,10.657142857142857,17.514285714285716,0.25,0.4727272727272727,0.0761904761904762
Aleksandar Rakic,30,150.0,46.0,724.0,341.0,0.0,0.0,0.0,52.0,14.0,1.5333333333333334,0.30666666666666664,11.366666666666667,12.766666666666667,24.133333333333333,0.0,0.7307692307692307,0.0
Aleksei Kunchenko,15,0.0,0.0,748.0,321.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,21.4,28.466666666666665,49.86666666666667,0.0,0.3333333333333333,0.0
Aleksei Oleinik,60,888.0,453.0,2064.0,946.0,28.0,78.0,36.0,94.0,34.0,7.55,0.5101351351351351,15.766666666666667,18.633333333333333,34.4,0.46153846153846156,0.6382978723404256,0.4666666666666667
Alessandro Ricci,20,60.0,28.0,745.0,311.0,0.0,2.0,0.0,8.0,3.0,1.4,0.4666666666666667,15.55,21.7,37.25,0.0,0.625,0.0
Alessio Di Chirico,60,1041.0,451.0,481.0,269.0,0.0,31.0,15.0,23.0,5.0,7.516666666666667,0.4332372718539865,4.483333333333333,3.533333333333333,8.016666666666667,0.4838709677419355,0.782608695652174,0.0
Alex Caceres,155,5615.0,2311.0,1542.0,590.0,12.0,57.0,45.0,43.0,16.0,14.90967741935484,0.4115761353517364,3.806451612903226,6.141935483870967,9.948387096774194,0.7894736842105263,0.627906976744186,0.07741935483870968
Alex Chambers,55,551.0,285.0,249.0,156.0,8.0,34.0,14.0,16.0,10.0,5.181818181818182,0.5172413793103449,2.8363636363636364,1.690909090909091,4.527272727272727,0.4117647058823529,0.375,0.14545454545454545
Alex Garcia,105,2370.0,781.0,2467.0,1031.0,1.0,195.0,117.0,71.0,32.0,7.438095238095238,0.32953586497890297,9.81904761904762,13.676190476190476,23.495238095238093,0.6,0.5492957746478874,0.009523809523809525
Alex Morono,75,2027.0,877.0,1752.0,794.0,6.0,12.0,0.0,67.0,28.0,11.693333333333333,0.4326591021213616,10.586666666666666,12.773333333333333,23.36,0.0,0.582089552238806,0.08
Alex Nicholson,35,397.0,166.0,613.0,321.0,0.0,0.0,0.0,10.0,4.0,4.742857142857143,0.4181360201511335,9.17142857142857,8.342857142857143,17.514285714285716,0.0,0.6,0.0
Alex Oliveira,140,4012.0,1972.0,5212.0,2244.0,45.0,447.0,157.0,92.0,38.0,14.085714285714285,0.4915254237288136,16.02857142857143,21.2,37.22857142857143,0.3512304250559284,0.5869565217391305,0.32142857142857145
Alex Perez,35,279.0,116.0,432.0,201.0,9.0,17.0,9.0,28.0,13.0,3.3142857142857145,0.4157706093189964,5.742857142857143,6.6,12.342857142857143,0.5294117647058824,0.5357142857142857,0.2571428571428571
Alex Reyes,5,0.0,0.0,409.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,45.0,81.8,0.0,0.0,0.0
Alex Torres,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex White,95,3119.0,1197.0,2359.0,1040.0,5.0,44.0,18.0,104.0,22.0,12.6,0.3837768515549856,10.947368421052632,13.884210526315789,24.83157894736842,0.4090909090909091,0.7884615384615384,0.05263157894736842
Alexa Grasso,50,971.0,419.0,1091.0,507.0,2.0,6.0,3.0,56.0,16.0,8.38,0.431513903192585,10.14,11.68,21.82,0.5,0.7142857142857143,0.04
Alexander Gustafsson,80,840.0,404.0,1302.0,638.0,0.0,27.0,10.0,50.0,20.0,5.05,0.48095238095238096,7.975,8.3,16.275,0.37037037037037035,0.6,0.0
Alexander Hernandez,20,13.0,8.0,1526.0,751.0,0.0,0.0,0.0,94.0,30.0,0.4,0.6153846153846154,37.55,38.75,76.3,0.0,0.6808510638297872,0.0
Alexander Volkanovski,65,1069.0,670.0,1640.0,675.0,0.0,64.0,36.0,125.0,55.0,10.307692307692308,0.6267539756782039,10.384615384615385,14.846153846153847,25.23076923076923,0.5625,0.56,0.0
Alexander Volkov,80,1478.0,864.0,2695.0,1364.0,0.0,14.0,10.0,89.0,30.0,10.8,0.584573748308525,17.05,16.6375,33.6875,0.7142857142857143,0.6629213483146067,0.0
Alexander Yakovlev,75,910.0,417.0,1502.0,558.0,0.0,65.0,15.0,92.0,30.0,5.56,0.4582417582417582,7.44,12.586666666666666,20.026666666666667,0.23076923076923078,0.6739130434782609,0.0
Alexandra Albu,25,62.0,42.0,439.0,182.0,1.0,1.0,0.0,10.0,8.0,1.68,0.6774193548387096,7.28,10.28,17.56,0.0,0.2,0.04
Alexandre Pantoja,60,800.0,368.0,1876.0,758.0,10.0,12.0,6.0,108.0,36.0,6.133333333333334,0.46,12.633333333333333,18.633333333333333,31.266666666666666,0.5,0.6666666666666666,0.16666666666666666
Alexis Davis,85,1500.0,652.0,1608.0,648.0,13.0,33.0,17.0,54.0,20.0,7.670588235294118,0.43466666666666665,7.623529411764705,11.294117647058824,18.91764705882353,0.5151515151515151,0.6296296296296297,0.15294117647058825
Alexis Dufresne,30,28.0,12.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.4,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.0
Alfred Khashakyan,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Bagautinov,85,1100.0,456.0,1220.0,534.0,4.0,102.0,35.0,32.0,17.0,5.364705882352941,0.41454545454545455,6.2823529411764705,8.070588235294117,14.352941176470589,0.3431372549019608,0.46875,0.047058823529411764
Alistair Overeem,115,2483.0,1921.0,2860.0,1379.0,4.0,54.0,13.0,105.0,43.0,16.704347826086956,0.7736608940797423,11.991304347826087,12.878260869565217,24.869565217391305,0.24074074074074073,0.5904761904761905,0.034782608695652174
Aljamain Sterling,145,5054.0,2527.0,3272.0,1270.0,57.0,289.0,124.0,113.0,47.0,17.427586206896553,0.5,8.758620689655173,13.806896551724138,22.56551724137931,0.4290657439446367,0.584070796460177,0.3931034482758621
Allan Zuniga,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Crowder,20,72.0,45.0,91.0,52.0,1.0,6.0,2.0,4.0,3.0,2.25,0.625,2.6,1.95,4.55,0.3333333333333333,0.25,0.05
Alonzo Menifield,5,0.0,0.0,17.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2,2.2,3.4,0.0,1.0,0.0
Alptekin Ozkilic,35,616.0,208.0,54.0,27.0,0.0,32.0,19.0,0.0,0.0,5.942857142857143,0.33766233766233766,0.7714285714285715,0.7714285714285715,1.542857142857143,0.59375,0.0,0.0
Alton Cunningham,5,0.0,0.0,97.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.8,19.4,0.0,0.0,0.0
Alvaro Herrera,25,86.0,38.0,300.0,123.0,1.0,0.0,0.0,10.0,2.0,1.52,0.4418604651162791,4.92,7.08,12.0,0.0,0.8,0.04
Amanda Cooper,40,648.0,265.0,322.0,121.0,12.0,14.0,7.0,14.0,2.0,6.625,0.4089506172839506,3.025,5.025,8.05,0.5,0.8571428571428571,0.3
Amanda Lemos,10,0.0,0.0,991.0,376.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,37.6,61.5,99.1,0.0,1.0,0.0
Amanda Nunes,100,1339.0,790.0,1828.0,871.0,16.0,46.0,17.0,91.0,36.0,7.9,0.5899925317401046,8.71,9.57,18.28,0.3695652173913043,0.6043956043956044,0.16
Amir Sadollah,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An Ying Wang,10,45.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Silva,80,964.0,491.0,1834.0,764.0,0.0,0.0,0.0,50.0,15.0,6.1375,0.5093360995850622,9.55,13.375,22.925,0.0,0.7,0.0
Andre Ewell,15,0.0,0.0,1239.0,444.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,29.6,53.0,82.6,0.0,0.6538461538461539,0.0
Andre Fili,125,4353.0,1740.0,3643.0,1539.0,8.0,253.0,105.0,115.0,44.0,13.92,0.39972432804962094,12.312,16.832,29.144,0.4150197628458498,0.6173913043478261,0.064
Andre Soukhamthath,55,611.0,244.0,1241.0,571.0,0.0,3.0,0.0,17.0,7.0,4.4363636363636365,0.3993453355155483,10.381818181818181,12.181818181818182,22.563636363636363,0.0,0.5882352941176471,0.0
Andrea Lee,15,0.0,0.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,1.2,2.7333333333333334,0.0,0.0,0.0
Andreas Stahl,20,117.0,60.0,289.0,93.0,0.0,1.0,0.0,6.0,1.0,3.0,0.5128205128205128,4.65,9.8,14.45,0.0,0.8333333333333334,0.0
Andrei Arlovski,150,4417.0,2090.0,2590.0,1355.0,0.0,55.0,14.0,73.0,21.0,13.933333333333334,0.4731718360878424,9.033333333333333,8.233333333333333,17.266666666666666,0.2545454545454545,0.7123287671232876,0.0
Andrew Craig,25,67.0,16.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.64,0.23880597014925373,0.12,0.2,0.32,0.0,0.0,0.0
Andrew Holbrook,45,280.0,150.0,961.0,414.0,14.0,16.0,4.0,53.0,20.0,3.3333333333333335,0.5357142857142857,9.2,12.155555555555555,21.355555555555554,0.25,0.6226415094339622,0.3111111111111111
Andrew Sanchez,75,1175.0,568.0,1070.0,537.0,0.0,75.0,35.0,34.0,14.0,7.573333333333333,0.48340425531914893,7.16,7.1066666666666665,14.266666666666667,0.4666666666666667,0.5882352941176471,0.0
Andy Enz,35,679.0,180.0,145.0,51.0,0.0,2.0,0.0,2.0,0.0,5.142857142857143,0.2650957290132548,1.457142857142857,2.6857142857142855,4.142857142857143,0.0,1.0,0.0
Andy Ogle,35,214.0,86.0,108.0,44.0,0.0,9.0,3.0,6.0,3.0,2.4571428571428573,0.40186915887850466,1.2571428571428571,1.8285714285714285,3.085714285714286,0.3333333333333333,0.5,0.0
Angel De Anda,5,0.0,0.0,51.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8,5.4,10.2,0.0,1.0,0.0
Angela Hill,110,3436.0,1796.0,3015.0,1234.0,0.0,12.0,4.0,38.0,21.0,16.327272727272728,0.5227008149010477,11.218181818181819,16.19090909090909,27.40909090909091,0.3333333333333333,0.4473684210526316,0.0
Angela Magana,40,314.0,82.0,204.0,77.0,1.0,5.0,1.0,4.0,2.0,2.05,0.2611464968152866,1.925,3.175,5.1,0.2,0.5,0.025
Anna Elmose,20,10.0,6.0,88.0,30.0,0.0,5.0,0.0,0.0,0.0,0.3,0.6,1.5,2.9,4.4,0.0,0.0,0.0
Anthony Birchak,30,196.0,71.0,662.0,284.0,0.0,8.0,3.0,11.0,3.0,2.3666666666666667,0.3622448979591837,9.466666666666667,12.6,22.066666666666666,0.375,0.7272727272727273,0.0
Anthony Christodoulou,25,38.0,9.0,188.0,68.0,0.0,1.0,0.0,7.0,5.0,0.36,0.23684210526315788,2.72,4.8,7.52,0.0,0.2857142857142857,0.0
Anthony Hamilton,85,1869.0,1342.0,331.0,140.0,0.0,116.0,63.0,4.0,1.0,15.788235294117648,0.7180310326377742,1.6470588235294117,2.2470588235294118,3.8941176470588235,0.5431034482758621,0.75,0.0
Anthony Johnson,70,1642.0,811.0,1969.0,901.0,0.0,28.0,10.0,106.0,39.0,11.585714285714285,0.4939098660170524,12.871428571428572,15.257142857142858,28.12857142857143,0.35714285714285715,0.6320754716981132,0.0
Anthony Lapsley,5,0.0,0.0,71.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.4,7.8,14.2,0.0,0.0,0.0
Anthony Njokuani,30,77.0,24.0,313.0,133.0,0.0,0.0,0.0,16.0,11.0,0.8,0.3116883116883117,4.433333333333334,6.0,10.433333333333334,0.0,0.3125,0.0
Anthony Perosh,15,39.0,25.0,890.0,423.0,2.0,4.0,2.0,21.0,4.0,1.6666666666666667,0.6410256410256411,28.2,31.133333333333333,59.333333333333336,0.5,0.8095238095238095,0.13333333333333333
Anthony Pettis,145,4927.0,2176.0,5515.0,2660.0,24.0,42.0,5.0,124.0,52.0,15.006896551724138,0.44164806170083215,18.344827586206897,19.689655172413794,38.03448275862069,0.11904761904761904,0.5806451612903226,0.16551724137931034
Anthony Smith,90,2333.0,1164.0,2442.0,1086.0,11.0,49.0,16.0,77.0,34.0,12.933333333333334,0.4989284183454779,12.066666666666666,15.066666666666666,27.133333333333333,0.32653061224489793,0.5584415584415584,0.12222222222222222
Anton Berzin,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Zafir,10,25.0,17.0,632.0,269.0,0.0,3.0,1.0,15.0,5.0,1.7,0.68,26.9,36.3,63.2,0.3333333333333333,0.6666666666666666,0.0
Antonio Braga Neto,30,32.0,16.0,253.0,113.0,0.0,8.0,3.0,8.0,7.0,0.5333333333333333,0.5,3.7666666666666666,4.666666666666667,8.433333333333334,0.375,0.125,0.0
Antonio Carlos Junior,115,2280.0,965.0,1696.0,767.0,33.0,269.0,134.0,66.0,31.0,8.391304347826088,0.4232456140350877,6.6695652173913045,8.078260869565218,14.747826086956522,0.49814126394052044,0.5303030303030303,0.28695652173913044
Antonio Dos Santos,15,73.0,37.0,55.0,45.0,0.0,0.0,0.0,1.0,0.0,2.466666666666667,0.5068493150684932,3.0,0.6666666666666666,3.6666666666666665,0.0,1.0,0.0
Antonio Silva,35,196.0,100.0,974.0,414.0,0.0,3.0,0.0,47.0,17.0,2.857142857142857,0.5102040816326531,11.82857142857143,16.0,27.82857142857143,0.0,0.6382978723404256,0.0
Ariel Beck,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjan Bhullar,25,50.0,24.0,225.0,112.0,0.0,1.0,1.0,31.0,11.0,0.96,0.48,4.48,4.52,9.0,1.0,0.6451612903225806,0.0
Arnold Allen,60,501.0,163.0,433.0,216.0,4.0,26.0,14.0,38.0,14.0,2.716666666666667,0.3253493013972056,3.6,3.6166666666666667,7.216666666666667,0.5384615384615384,0.631578947368421,0.06666666666666667
Artem Lobov,100,1434.0,548.0,2193.0,962.0,0.0,13.0,4.0,46.0,16.0,5.48,0.3821478382147838,9.62,12.31,21.93,0.3076923076923077,0.6521739130434783,0.0
Ashkan Mokhtarian,30,23.0,12.0,811.0,300.0,0.0,3.0,1.0,22.0,3.0,0.4,0.5217391304347826,10.0,17.033333333333335,27.033333333333335,0.3333333333333333,0.8636363636363636,0.0
Ashlee Evans-Smith,70,1664.0,633.0,1314.0,535.0,0.0,43.0,15.0,29.0,11.0,9.042857142857143,0.38040865384615385,7.642857142857143,11.128571428571428,18.771428571428572,0.3488372093023256,0.6206896551724138,0.0
Ashley Yoder,45,340.0,114.0,593.0,307.0,0.0,10.0,5.0,11.0,3.0,2.533333333333333,0.3352941176470588,6.822222222222222,6.355555555555555,13.177777777777777,0.5,0.7272727272727273,0.0
Aspen Ladd,15,60.0,26.0,252.0,126.0,0.0,1.0,1.0,12.0,2.0,1.7333333333333334,0.43333333333333335,8.4,8.4,16.8,1.0,0.8333333333333334,0.0
Augusto Mendes,35,185.0,64.0,1365.0,595.0,0.0,9.0,4.0,58.0,22.0,1.8285714285714285,0.34594594594594597,17.0,22.0,39.0,0.4444444444444444,0.6206896551724138,0.0
Augusto Montano,35,159.0,81.0,459.0,196.0,0.0,0.0,0.0,40.0,11.0,2.3142857142857145,0.5094339622641509,5.6,7.514285714285714,13.114285714285714,0.0,0.725,0.0
Augusto Sakai,15,0.0,0.0,838.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.466666666666665,31.4,55.86666666666667,0.0,0.0,0.0
Austin Arnett,40,638.0,242.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,6.05,0.3793103448275862,0.075,0.0,0.075,1.0,0.0,0.05
Azunna Anyanwu,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJ Penn,40,154.0,30.0,928.0,374.0,0.0,0.0,0.0,26.0,11.0,0.75,0.19480519480519481,9.35,13.85,23.2,0.0,0.5769230769230769,0.0
Barb Honchak,25,236.0,71.0,902.0,359.0,2.0,0.0,0.0,25.0,6.0,2.84,0.3008474576271186,14.36,21.72,36.08,0.0,0.76,0.08
Bartosz Fabinski,45,145.0,107.0,207.0,84.0,0.0,33.0,26.0,2.0,1.0,2.3777777777777778,0.7379310344827587,1.8666666666666667,2.7333333333333334,4.6,0.7878787878787878,0.5,0.0
Bec Rawlings,90,2240.0,1029.0,1742.0,820.0,6.0,31.0,8.0,60.0,17.0,11.433333333333334,0.459375,9.11111111111111,10.244444444444444,19.355555555555554,0.25806451612903225,0.7166666666666667,0.06666666666666667
Belal Muhammad,95,2876.0,1195.0,2116.0,1025.0,0.0,112.0,42.0,40.0,23.0,12.578947368421053,0.4155076495132128,10.789473684210526,11.48421052631579,22.273684210526316,0.375,0.425,0.0
Ben Nguyen,55,913.0,404.0,1859.0,772.0,12.0,8.0,1.0,93.0,50.0,7.345454545454546,0.4424972617743702,14.036363636363637,19.763636363636362,33.8,0.125,0.46236559139784944,0.21818181818181817
Ben Rothwell,45,204.0,96.0,719.0,396.0,3.0,0.0,0.0,1.0,1.0,2.1333333333333333,0.47058823529411764,8.8,7.177777777777778,15.977777777777778,0.0,0.0,0.06666666666666667
Ben Saunders,85,2395.0,1032.0,2649.0,1266.0,16.0,5.0,5.0,118.0,34.0,12.141176470588235,0.43089770354906054,14.894117647058824,16.270588235294117,31.16470588235294,1.0,0.711864406779661,0.18823529411764706
Ben Wall,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beneil Dariush,135,4990.0,2292.0,4241.0,1813.0,45.0,220.0,74.0,108.0,47.0,16.977777777777778,0.4593186372745491,13.42962962962963,17.985185185185184,31.414814814814815,0.33636363636363636,0.5648148148148148,0.3333333333333333
Benito Lopez,30,157.0,77.0,553.0,181.0,0.0,0.0,0.0,6.0,2.0,2.566666666666667,0.49044585987261147,6.033333333333333,12.4,18.433333333333334,0.0,0.6666666666666666,0.0
Benson Henderson,110,1304.0,653.0,1045.0,529.0,14.0,42.0,27.0,19.0,9.0,5.9363636363636365,0.5007668711656442,4.8090909090909095,4.6909090909090905,9.5,0.6428571428571429,0.5263157894736842,0.12727272727272726
Bentley Syler,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bethe Correia,90,2739.0,1399.0,2504.0,974.0,0.0,13.0,2.0,27.0,11.0,15.544444444444444,0.5107703541438481,10.822222222222223,17.0,27.822222222222223,0.15384615384615385,0.5925925925925926,0.0
Bevon Lewis,15,97.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.4948453608247423,0.0,0.0,0.0,0.0,0.0,0.0
Bharat Kandare,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bigfoot Silva,5,0.0,0.0,55.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4,8.6,11.0,0.0,1.0,0.0
Blagoy Ivanov,25,0.0,0.0,614.0,314.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.56,12.0,24.56,0.0,0.0,0.0
Bobby Green,80,1820.0,786.0,1488.0,734.0,0.0,33.0,1.0,34.0,16.0,9.825,0.4318681318681319,9.175,9.425,18.6,0.030303030303030304,0.5294117647058824,0.0
Bobby Nash,25,275.0,103.0,869.0,349.0,4.0,13.0,4.0,20.0,6.0,4.12,0.37454545454545457,13.96,20.8,34.76,0.3076923076923077,0.7,0.16
Bobby Voelker,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojan Mihajlovic,30,66.0,28.0,253.0,111.0,0.0,2.0,0.0,0.0,0.0,0.9333333333333333,0.42424242424242425,3.7,4.733333333333333,8.433333333333334,0.0,0.0,0.0
Bojan Velickovic,90,1452.0,499.0,1319.0,582.0,8.0,47.0,11.0,75.0,25.0,5.544444444444444,0.34366391184573003,6.466666666666667,8.188888888888888,14.655555555555555,0.23404255319148937,0.6666666666666666,0.08888888888888889
Boston Salmon,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Katona,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Pickett,105,3061.0,957.0,1887.0,799.0,7.0,181.0,48.0,72.0,22.0,9.114285714285714,0.31264292714799086,7.609523809523809,10.361904761904762,17.97142857142857,0.26519337016574585,0.6944444444444444,0.06666666666666667
Brad Tavares,145,3690.0,1514.0,2483.0,1076.0,0.0,128.0,27.0,104.0,29.0,10.441379310344828,0.4102981029810298,7.4206896551724135,9.703448275862069,17.124137931034483,0.2109375,0.7211538461538461,0.0
Bradley Scott,75,1356.0,652.0,595.0,313.0,5.0,19.0,4.0,23.0,6.0,8.693333333333333,0.4808259587020649,4.173333333333333,3.76,7.933333333333334,0.21052631578947367,0.7391304347826086,0.06666666666666667
Brandon Davis,70,2809.0,907.0,1515.0,640.0,0.0,10.0,7.0,104.0,48.0,12.957142857142857,0.3228907084371663,9.142857142857142,12.5,21.642857142857142,0.7,0.5384615384615384,0.0
Brandon Moreno,70,780.0,287.0,3057.0,1307.0,12.0,51.0,23.0,121.0,41.0,4.1,0.367948717948718,18.67142857142857,25.0,43.67142857142857,0.45098039215686275,0.6611570247933884,0.17142857142857143
