Name,estimated_minutes,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Jim Alers,50,720.0,398.0,484.0,199.0,397.0,131.0,241.0,200.0,2.0,19.0,8.0,14.0,5.0,0.43555555555555553,262.0,49.56444444444445,2.7480916030534353,9.91288888888889
Jim Miller,160,7096.0,3576.0,6132.0,2741.0,5583.0,2412.0,1118.0,895.0,72.0,221.0,82.0,113.0,41.0,14.08,1411.0,145.92,5.029057406094968,10.363636363636363
Jimi Manuwa,70,1054.0,640.0,819.0,435.0,2715.0,1263.0,15.0,12.0,3.0,19.0,0.0,90.0,47.0,0.006666666666666667,37.0,69.99333333333334,28.486486486486488,13.998666666666669
Jimmie Rivera,85,2652.0,1151.0,2538.0,1052.0,2851.0,1236.0,42.0,30.0,0.0,51.0,16.0,75.0,24.0,0.54,93.0,84.46,28.516129032258064,16.892
Jimmy Wallhead,25,142.0,53.0,135.0,47.0,216.0,87.0,9.0,5.0,0.0,0.0,0.0,5.0,1.0,0.035555555555555556,9.0,24.964444444444446,15.777777777777779,4.992888888888889
Jimy Hettes,20,88.0,49.0,64.0,34.0,22.0,9.0,19.0,12.0,0.0,4.0,0.0,2.0,0.0,0.1111111111111111,23.0,19.88888888888889,3.8260869565217392,3.977777777777778
Joachim Christensen,35,932.0,567.0,565.0,233.0,146.0,84.0,249.0,207.0,0.0,2.0,0.0,2.0,1.0,0.9066666666666666,251.0,34.093333333333334,3.7131474103585655,6.818666666666667
Joanna Jedrzejczyk,200,13125.0,6783.0,12255.0,6002.0,5213.0,2352.0,437.0,357.0,0.0,14.0,9.0,158.0,85.0,2.3088888888888888,451.0,197.6911111111111,29.1019955654102,39.53822222222222
Joanne Calderwood,75,3938.0,2395.0,2870.0,1503.0,1692.0,714.0,925.0,670.0,0.0,58.0,33.0,32.0,18.0,7.062222222222222,983.0,67.93777777777778,4.0061037639877926,9.619886721208308
Joaquim Silva,50,688.0,228.0,644.0,199.0,497.0,228.0,63.0,38.0,1.0,2.0,0.0,52.0,20.0,0.17333333333333334,66.0,49.82666666666667,10.424242424242424,9.965333333333334
Joby Sanchez,70,2234.0,848.0,1939.0,602.0,191.0,73.0,358.0,241.0,6.0,16.0,13.0,9.0,4.0,3.778888888888889,380.0,66.22111111111111,5.878947368421053,13.244222222222223
Jocelyn Jones-Lybarger,45,526.0,202.0,447.0,137.0,747.0,350.0,16.0,14.0,0.0,5.0,1.0,31.0,8.0,0.09555555555555556,21.0,44.904444444444444,25.047619047619047,8.980888888888888
Jodie Esquibel,30,176.0,66.0,175.0,65.0,1224.0,455.0,4.0,4.0,0.0,1.0,0.0,10.0,4.0,0.0,5.0,30.0,35.2,6.0
Joe Duffy,55,879.0,362.0,791.0,275.0,1556.0,675.0,112.0,99.0,9.0,0.0,0.0,47.0,8.0,0.10222222222222223,121.0,54.897777777777776,7.264462809917355,10.979555555555555
Joe Ellenberger,30,73.0,50.0,37.0,22.0,0.0,0.0,50.0,39.0,2.0,10.0,3.0,0.0,0.0,0.5266666666666666,62.0,29.473333333333333,1.1774193548387097,5.894666666666667
Joe Gigliotti,20,40.0,24.0,31.0,15.0,272.0,155.0,5.0,4.0,1.0,1.0,1.0,16.0,4.0,0.09555555555555556,7.0,19.904444444444444,5.714285714285714,3.980888888888889
Joe Lauzon,105,3612.0,1844.0,2971.0,1281.0,3266.0,1372.0,790.0,661.0,9.0,132.0,50.0,95.0,31.0,7.971111111111111,931.0,97.02888888888889,3.8796992481203008,12.172567605241149
Joe Proctor,55,1759.0,668.0,1695.0,623.0,939.0,448.0,75.0,48.0,11.0,0.0,0.0,14.0,2.0,0.17333333333333334,86.0,54.82666666666667,20.453488372093023,10.965333333333334
Joe Riggs,35,205.0,147.0,140.0,83.0,649.0,353.0,90.0,77.0,0.0,9.0,9.0,23.0,6.0,1.0222222222222221,99.0,33.977777777777774,2.0707070707070705,6.795555555555555
Joe Soto,90,3100.0,1391.0,2764.0,1097.0,2301.0,1034.0,399.0,355.0,35.0,84.0,14.0,111.0,57.0,2.2511111111111113,518.0,87.74888888888889,5.984555984555985,17.549777777777777
Joey Gomez,40,309.0,104.0,278.0,74.0,137.0,52.0,23.0,19.0,0.0,2.0,2.0,6.0,4.0,0.03333333333333333,25.0,39.96666666666667,12.36,7.993333333333334
John Dodson,140,3776.0,2001.0,3247.0,1529.0,3642.0,1501.0,277.0,201.0,0.0,68.0,25.0,125.0,49.0,1.3888888888888888,345.0,138.61111111111111,10.944927536231884,27.72222222222222
John Howard,60,901.0,681.0,528.0,334.0,1035.0,452.0,159.0,150.0,0.0,21.0,10.0,62.0,19.0,1.288888888888889,180.0,58.71111111111111,5.0055555555555555,11.742222222222221
John Lineker,140,7260.0,3132.0,6761.0,2677.0,3486.0,1436.0,859.0,673.0,45.0,46.0,23.0,82.0,31.0,3.081111111111111,950.0,136.9188888888889,7.6421052631578945,27.383777777777777
John Makdessi,95,3742.0,2041.0,3506.0,1846.0,2369.0,962.0,324.0,194.0,0.0,15.0,0.0,44.0,15.0,1.0333333333333334,339.0,93.96666666666667,11.03834808259587,18.793333333333333
John Moraga,140,5037.0,2558.0,4072.0,1695.0,2201.0,863.0,1079.0,993.0,54.0,122.0,17.0,137.0,61.0,8.252222222222223,1255.0,131.74777777777777,4.0135458167330675,15.965127238454286
Johnny Bedford,20,23.0,15.0,23.0,15.0,61.0,21.0,4.0,4.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,20.0,5.75,4.0
Johnny Case,85,1847.0,837.0,1554.0,604.0,849.0,411.0,573.0,419.0,0.0,52.0,29.0,75.0,22.0,6.9222222222222225,625.0,78.07777777777778,2.9552,11.279293739967898
Johnny Eduardo,40,303.0,137.0,290.0,124.0,668.0,321.0,33.0,29.0,1.0,12.0,0.0,53.0,24.0,0.04,46.0,39.96,6.586956521739131,7.992
Johny Hendricks,135,7401.0,3732.0,6307.0,2738.0,4014.0,1895.0,804.0,655.0,7.0,310.0,127.0,116.0,56.0,14.377777777777778,1121.0,120.62222222222222,6.6021409455843,8.389489953632149
Jon Delos Reyes,30,223.0,102.0,191.0,76.0,685.0,285.0,89.0,41.0,3.0,4.0,4.0,10.0,6.0,1.008888888888889,96.0,28.99111111111111,2.3229166666666665,5.798222222222222
Jon Jones,90,1385.0,900.0,1299.0,820.0,1160.0,572.0,44.0,30.0,0.0,33.0,15.0,45.0,21.0,0.5644444444444444,77.0,89.43555555555555,17.98701298701299,17.88711111111111
Jon Tuck,85,2305.0,1223.0,1749.0,722.0,1529.0,625.0,555.0,435.0,15.0,35.0,18.0,51.0,11.0,5.308888888888889,605.0,79.69111111111111,3.809917355371901,15.010883214734198
Jonathan Meunier,30,52.0,40.0,23.0,16.0,679.0,341.0,33.0,28.0,0.0,0.0,0.0,38.0,16.0,0.008888888888888889,33.0,29.99111111111111,1.5757575757575757,5.998222222222222
Jonathan Wilson,45,308.0,186.0,296.0,174.0,258.0,69.0,22.0,20.0,0.0,2.0,2.0,13.0,3.0,0.35333333333333333,24.0,44.64666666666667,12.833333333333334,8.929333333333334
Jonavin Webb,30,80.0,33.0,67.0,23.0,112.0,61.0,14.0,11.0,2.0,8.0,2.0,1.0,1.0,0.0,24.0,30.0,3.3333333333333335,6.0
Jordan Espinosa,20,14.0,10.0,11.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,4.0
Jordan Johnson,55,1015.0,588.0,585.0,260.0,383.0,215.0,346.0,242.0,6.0,38.0,18.0,3.0,1.0,3.5866666666666664,390.0,51.413333333333334,2.6025641025641026,10.282666666666668
Jordan Mein,90,1588.0,870.0,1395.0,699.0,1800.0,816.0,322.0,242.0,3.0,55.0,38.0,36.0,15.0,5.158888888888889,380.0,84.8411111111111,4.178947368421053,16.445617057936676
Jordan Rinaldi,25,181.0,93.0,128.0,42.0,366.0,136.0,53.0,51.0,3.0,14.0,4.0,36.0,11.0,0.8044444444444444,70.0,24.195555555555554,2.585714285714286,4.8391111111111105
Jorge Masvidal,165,10216.0,6139.0,7920.0,4079.0,5294.0,2346.0,1579.0,1200.0,36.0,131.0,64.0,132.0,45.0,15.997777777777777,1746.0,149.00222222222223,5.851088201603665,9.313932490623698
Jorge de Oliveira,20,114.0,62.0,68.0,23.0,23.0,9.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,3.9310344827586206,4.0
Jose Aldo,115,3289.0,1568.0,3036.0,1323.0,5624.0,2507.0,259.0,234.0,12.0,13.0,12.0,62.0,25.0,4.0377777777777775,284.0,110.96222222222222,11.580985915492958,22.192444444444444
Jose Quinonez,65,958.0,426.0,827.0,329.0,666.0,302.0,226.0,158.0,14.0,40.0,26.0,18.0,6.0,1.8711111111111112,280.0,63.12888888888889,3.4214285714285713,12.625777777777778
Jose Torres,15,65.0,25.0,62.0,22.0,293.0,123.0,6.0,5.0,0.0,3.0,1.0,32.0,19.0,0.04888888888888889,9.0,14.95111111111111,7.222222222222222,2.990222222222222
Joseph Benavidez,95,2943.0,1405.0,2633.0,1121.0,2806.0,1119.0,376.0,318.0,6.0,42.0,26.0,138.0,46.0,4.658888888888889,424.0,90.3411111111111,6.941037735849057,18.06822222222222
Joseph Morales,15,26.0,15.0,22.0,12.0,74.0,36.0,19.0,13.0,1.0,0.0,0.0,7.0,3.0,0.09333333333333334,20.0,14.906666666666666,1.3,2.981333333333333
Josh Barnett,50,620.0,465.0,478.0,327.0,507.0,222.0,16.0,16.0,0.0,1.0,0.0,11.0,1.0,0.0,17.0,50.0,36.470588235294116,10.0
Josh Copeland,30,56.0,20.0,56.0,20.0,258.0,143.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,30.0,56.0,6.0
Josh Emmett,75,2397.0,961.0,2286.0,885.0,2851.0,1181.0,202.0,116.0,4.0,65.0,34.0,77.0,22.0,1.36,271.0,73.64,8.845018450184503,14.728
Josh Koscheck,15,55.0,21.0,40.0,7.0,187.0,84.0,1.0,1.0,0.0,6.0,1.0,8.0,4.0,0.05333333333333334,7.0,14.946666666666667,7.857142857142857,2.9893333333333336
Josh Samman,40,270.0,200.0,129.0,67.0,247.0,118.0,150.0,140.0,2.0,10.0,5.0,6.0,1.0,1.0533333333333332,162.0,38.946666666666665,1.6666666666666667,7.789333333333333
Josh Sampo,5,104.0,54.0,67.0,19.0,0.0,0.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,5.0,2.4761904761904763,1.0
Josh Shockley,20,20.0,13.0,12.0,6.0,159.0,63.0,6.0,5.0,1.0,0.0,0.0,9.0,0.0,0.0,7.0,20.0,2.857142857142857,4.0
Josh Stansbury,35,520.0,389.0,280.0,158.0,37.0,19.0,222.0,199.0,2.0,6.0,0.0,1.0,1.0,1.2955555555555556,230.0,33.70444444444445,2.260869565217391,6.74088888888889
Josh Thomson,55,270.0,111.0,236.0,83.0,240.0,92.0,36.0,19.0,0.0,27.0,8.0,4.0,3.0,1.6288888888888888,63.0,53.37111111111111,4.285714285714286,10.674222222222223
Joshua Burkman,105,3285.0,1414.0,3204.0,1345.0,2442.0,1028.0,66.0,51.0,0.0,125.0,36.0,114.0,39.0,1.231111111111111,191.0,103.7688888888889,17.198952879581153,20.753777777777778
Joshua Sampo,30,115.0,57.0,78.0,22.0,158.0,98.0,42.0,38.0,1.0,0.0,0.0,21.0,14.0,0.0,43.0,30.0,2.6744186046511627,6.0
Juan Puig,10,51.0,13.0,51.0,13.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,2.0
Julian Erosa,25,159.0,107.0,108.0,61.0,168.0,88.0,9.0,7.0,2.0,3.0,2.0,1.0,0.0,0.23777777777777778,14.0,24.76222222222222,11.357142857142858,4.952444444444444
Julian Marquez,35,253.0,153.0,200.0,102.0,426.0,177.0,90.0,79.0,5.0,3.0,0.0,18.0,7.0,0.42444444444444446,98.0,34.57555555555555,2.5816326530612246,6.915111111111111
Juliana Lima,100,2344.0,1469.0,1540.0,753.0,1568.0,683.0,905.0,747.0,0.0,152.0,32.0,77.0,20.0,11.217777777777778,1057.0,88.78222222222222,2.21759697256386,7.914421553090332
Julianna Pena,45,773.0,524.0,376.0,191.0,832.0,381.0,550.0,403.0,7.0,18.0,11.0,25.0,13.0,3.4922222222222223,575.0,41.507777777777775,1.3443478260869566,8.301555555555556
Julio Arce,40,482.0,233.0,445.0,198.0,250.0,123.0,32.0,30.0,0.0,0.0,0.0,8.0,4.0,0.18222222222222223,32.0,39.81777777777778,15.0625,7.963555555555556
Jumabieke Tuerxun,35,254.0,106.0,195.0,57.0,261.0,87.0,43.0,39.0,4.0,18.0,2.0,12.0,4.0,0.24222222222222223,65.0,34.757777777777775,3.9076923076923076,6.951555555555555
Junior Albini,25,217.0,130.0,176.0,90.0,1098.0,520.0,6.0,4.0,0.0,1.0,0.0,39.0,15.0,0.0044444444444444444,7.0,24.995555555555555,31.0,4.999111111111111
Junior Dos Santos,90,1938.0,952.0,1862.0,884.0,1219.0,627.0,68.0,56.0,0.0,4.0,4.0,34.0,11.0,0.37333333333333335,72.0,89.62666666666667,26.916666666666668,17.925333333333334
Jussier Formiga,115,2415.0,1298.0,1554.0,567.0,3555.0,1452.0,842.0,674.0,21.0,132.0,54.0,187.0,75.0,10.671111111111111,995.0,104.32888888888888,2.4271356783919598,9.776759683465222
Justin Edwards,30,77.0,26.0,76.0,25.0,301.0,107.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.057777777777777775,5.0,29.942222222222224,15.4,5.988444444444445
Justin Gaethje,50,1215.0,676.0,1208.0,671.0,3380.0,1353.0,8.0,4.0,0.0,2.0,0.0,72.0,29.0,0.02666666666666667,10.0,49.973333333333336,121.5,9.994666666666667
Justin Jones,30,73.0,32.0,69.0,28.0,55.0,34.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,30.0,36.5,6.0
Justin Ledet,50,853.0,394.0,838.0,381.0,199.0,66.0,14.0,12.0,2.0,2.0,2.0,1.0,1.0,0.26666666666666666,18.0,49.733333333333334,47.388888888888886,9.946666666666667
Justin Salas,20,142.0,79.0,138.0,75.0,248.0,106.0,14.0,14.0,0.0,16.0,0.0,19.0,8.0,0.008888888888888889,30.0,19.99111111111111,4.733333333333333,3.998222222222222
Justin Scoggins,105,2628.0,1569.0,2171.0,1188.0,1050.0,422.0,863.0,707.0,18.0,163.0,106.0,68.0,27.0,15.723333333333333,1044.0,89.27666666666667,2.5172413793103448,5.677973288106848
Justin Willis,35,275.0,169.0,226.0,126.0,773.0,343.0,58.0,50.0,0.0,8.0,6.0,6.0,2.0,0.6888888888888889,66.0,34.31111111111111,4.166666666666667,6.862222222222222
Justine Kish,60,783.0,441.0,691.0,358.0,542.0,192.0,115.0,104.0,2.0,34.0,11.0,12.0,4.0,1.6611111111111112,151.0,58.33888888888889,5.185430463576159,11.667777777777777
KJ Noons,35,138.0,64.0,138.0,64.0,674.0,267.0,11.0,6.0,0.0,0.0,0.0,21.0,10.0,0.008888888888888889,11.0,34.99111111111111,12.545454545454545,6.998222222222222
Kailin Curran,90,2618.0,1467.0,1916.0,852.0,229.0,131.0,462.0,390.0,10.0,57.0,45.0,19.0,4.0,2.9655555555555555,529.0,87.03444444444445,4.948960302457467,17.40688888888889
Kajan Johnson,95,1570.0,684.0,1531.0,653.0,1750.0,763.0,264.0,177.0,5.0,117.0,43.0,113.0,50.0,3.3577777777777778,386.0,91.64222222222222,4.067357512953368,18.328444444444443
Kalindra Faria,25,99.0,52.0,78.0,38.0,1513.0,676.0,32.0,26.0,1.0,2.0,1.0,15.0,9.0,0.10888888888888888,35.0,24.891111111111112,2.8285714285714287,4.9782222222222225
Kamaru Usman,115,3946.0,2759.0,2272.0,1234.0,2768.0,1210.0,1860.0,1528.0,11.0,230.0,121.0,167.0,43.0,20.39,2101.0,94.61,1.8781532603522133,4.640019617459539
Karl Roberson,15,43.0,31.0,37.0,27.0,464.0,205.0,13.0,7.0,2.0,1.0,1.0,36.0,20.0,0.15777777777777777,16.0,14.842222222222222,2.6875,2.9684444444444447
Karolina Kowalkiewicz,110,6845.0,3064.0,5864.0,2203.0,4931.0,2253.0,646.0,510.0,0.0,17.0,2.0,146.0,81.0,3.397777777777778,663.0,106.60222222222222,10.324283559577678,21.320444444444444
Katlyn Chookagian,75,1933.0,743.0,1699.0,524.0,1150.0,540.0,149.0,135.0,1.0,27.0,0.0,38.0,16.0,0.2644444444444444,177.0,74.73555555555555,10.92090395480226,14.94711111111111
Katsunori Kikuno,40,716.0,428.0,484.0,223.0,340.0,151.0,232.0,200.0,2.0,18.0,14.0,15.0,7.0,4.355555555555555,252.0,35.644444444444446,2.8412698412698414,7.1288888888888895
Kazuki Tokudome,25,174.0,131.0,55.0,31.0,0.0,0.0,135.0,114.0,0.0,7.0,3.0,0.0,0.0,0.8911111111111111,142.0,24.108888888888888,1.2253521126760563,4.821777777777777
Keita Nakamura,85,1463.0,781.0,1040.0,422.0,2091.0,901.0,515.0,419.0,12.0,54.0,24.0,58.0,13.0,3.867777777777778,581.0,81.13222222222223,2.5180722891566263,16.226444444444446
Keith Berish,20,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,4.0
Kelly Faszholz,30,167.0,96.0,145.0,76.0,185.0,94.0,1.0,1.0,0.0,2.0,0.0,9.0,2.0,0.013333333333333334,3.0,29.986666666666668,55.666666666666664,5.997333333333334
Kelvin Gastelum,155,9632.0,4721.0,8242.0,3468.0,4622.0,1942.0,1191.0,961.0,9.0,77.0,39.0,192.0,76.0,11.163333333333334,1277.0,143.83666666666667,7.542678151918559,12.88474171394446
Kenny Robertson,55,934.0,599.0,638.0,365.0,116.0,59.0,494.0,366.0,10.0,43.0,15.0,7.0,4.0,4.306666666666667,547.0,50.693333333333335,1.7074954296160878,10.138666666666667
Ketlen Vieira,55,917.0,414.0,662.0,198.0,895.0,396.0,190.0,158.0,2.0,29.0,15.0,40.0,22.0,2.9966666666666666,221.0,52.00333333333333,4.149321266968326,10.400666666666666
Kevin Casey,65,816.0,515.0,621.0,330.0,1190.0,521.0,349.0,316.0,0.0,22.0,6.0,68.0,27.0,2.6966666666666668,371.0,62.303333333333335,2.1994609164420487,12.460666666666667
Kevin Lee,155,9721.0,4714.0,7977.0,3175.0,4640.0,2132.0,2803.0,2245.0,78.0,481.0,187.0,120.0,44.0,23.63888888888889,3362.0,131.36111111111111,2.891433670434265,5.556991774383079
Kevin Souza,25,351.0,163.0,347.0,163.0,458.0,202.0,1.0,1.0,0.0,0.0,0.0,32.0,13.0,0.0,1.0,25.0,351.0,5.0
Khabib Nurmagomedov,100,2645.0,1688.0,1989.0,1074.0,3383.0,1385.0,1648.0,1348.0,4.0,131.0,58.0,31.0,9.0,12.95,1783.0,87.05,1.4834548513740886,6.722007722007723
Khalil Rountree,20,76.0,58.0,27.0,14.0,0.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,39.0,19.997777777777777,1.9487179487179487,3.9995555555555553
Khalil Rountree Jr.,30,670.0,384.0,419.0,159.0,153.0,89.0,205.0,176.0,1.0,0.0,0.0,5.0,1.0,0.008888888888888889,206.0,29.99111111111111,3.2524271844660193,5.998222222222222
Kiichi Kunimoto,55,430.0,219.0,334.0,145.0,987.0,414.0,71.0,46.0,3.0,45.0,6.0,40.0,17.0,0.9444444444444444,119.0,54.05555555555556,3.6134453781512605,10.811111111111112
Konstantin Erokhin,30,43.0,23.0,36.0,17.0,225.0,80.0,3.0,3.0,0.0,0.0,0.0,22.0,4.0,0.08444444444444445,3.0,29.915555555555557,14.333333333333334,5.9831111111111115
Krzysztof Jotko,115,3712.0,2092.0,2355.0,1060.0,1807.0,864.0,708.0,575.0,1.0,68.0,23.0,66.0,18.0,5.467777777777778,777.0,109.53222222222222,4.777348777348777,20.032310505994715
Kurt Holobaugh,20,103.0,51.0,98.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,19.997777777777777,103.0,3.9995555555555553
Kwan Ho Kwak,20,134.0,59.0,128.0,53.0,281.0,118.0,1.0,1.0,0.0,0.0,0.0,23.0,10.0,0.0,1.0,20.0,134.0,4.0
Kyle Bochniak,75,1232.0,456.0,1179.0,410.0,1077.0,422.0,70.0,54.0,0.0,44.0,10.0,77.0,43.0,0.5133333333333333,114.0,74.48666666666666,10.807017543859649,14.897333333333332
Kyle Noke,75,1430.0,789.0,1227.0,605.0,679.0,255.0,418.0,310.0,0.0,8.0,4.0,32.0,17.0,0.8,426.0,74.2,3.356807511737089,14.84
Kyoji Horiguchi,105,2807.0,1399.0,2395.0,1042.0,1689.0,755.0,642.0,482.0,0.0,53.0,25.0,60.0,23.0,3.4466666666666668,695.0,101.55333333333333,4.038848920863309,20.310666666666666
Kyung Ho Kang,50,739.0,544.0,425.0,240.0,343.0,175.0,535.0,482.0,17.0,8.0,7.0,19.0,11.0,27.897777777777776,560.0,22.102222222222224,1.3196428571428571,0.7922574478253944
Lando Vannata,60,1071.0,467.0,1050.0,446.0,2063.0,1024.0,60.0,36.0,1.0,15.0,6.0,38.0,11.0,8.374444444444444,76.0,51.62555555555556,14.092105263157896,6.1646543717659545
Larissa Pacheco,15,18.0,11.0,13.0,6.0,158.0,66.0,9.0,7.0,0.0,1.0,0.0,8.0,3.0,0.0,10.0,15.0,1.8,3.0
Lauren Mueller,30,190.0,109.0,163.0,85.0,95.0,34.0,20.0,18.0,0.0,2.0,0.0,0.0,0.0,0.09111111111111111,22.0,29.90888888888889,8.636363636363637,5.981777777777777
Lauren Murphy,90,3126.0,2048.0,1819.0,844.0,54.0,31.0,1417.0,1297.0,0.0,55.0,15.0,7.0,5.0,3.966666666666667,1472.0,86.03333333333333,2.123641304347826,17.206666666666667
Leandro Issa,65,952.0,436.0,762.0,276.0,520.0,253.0,251.0,200.0,15.0,80.0,19.0,26.0,9.0,3.473333333333333,346.0,61.526666666666664,2.7514450867052025,12.305333333333333
Leandro Silva,90,1299.0,870.0,893.0,477.0,1022.0,476.0,302.0,289.0,15.0,96.0,48.0,69.0,30.0,7.162222222222222,413.0,82.83777777777777,3.1452784503631963,11.565932361154204
Leo Kuntz,25,30.0,11.0,25.0,7.0,207.0,72.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.006666666666666667,3.0,24.993333333333332,10.0,4.998666666666667
Leon Edwards,150,3223.0,1946.0,2369.0,1160.0,3853.0,1733.0,835.0,758.0,15.0,133.0,38.0,107.0,42.0,13.422222222222222,983.0,136.57777777777778,3.278738555442523,10.175496688741722
Leonardo Augusto Leleco,30,169.0,121.0,108.0,64.0,243.0,105.0,74.0,71.0,0.0,0.0,0.0,25.0,12.0,0.0,74.0,30.0,2.2837837837837838,6.0
Leonardo Mafra,30,316.0,193.0,231.0,116.0,208.0,76.0,110.0,95.0,0.0,6.0,5.0,1.0,0.0,0.6944444444444444,116.0,29.305555555555557,2.7241379310344827,5.861111111111112
Leonardo Morales,20,88.0,47.0,72.0,33.0,111.0,38.0,19.0,15.0,0.0,1.0,0.0,4.0,3.0,0.37333333333333335,20.0,19.626666666666665,4.4,3.925333333333333
Leonardo Santos,60,922.0,462.0,712.0,268.0,813.0,323.0,167.0,148.0,2.0,37.0,9.0,53.0,20.0,2.6266666666666665,206.0,57.373333333333335,4.475728155339806,11.474666666666668
Leslie Smith,75,3288.0,1290.0,3107.0,1125.0,320.0,125.0,44.0,35.0,0.0,30.0,0.0,25.0,6.0,0.015555555555555555,74.0,74.98444444444445,44.432432432432435,14.99688888888889
Levan Makashvili,45,292.0,192.0,179.0,91.0,407.0,189.0,119.0,106.0,0.0,34.0,16.0,32.0,14.0,0.9555555555555556,153.0,44.044444444444444,1.908496732026144,8.80888888888889
Li Jingliang,115,5339.0,2453.0,4860.0,2019.0,1488.0,654.0,810.0,600.0,0.0,155.0,51.0,60.0,28.0,0.3277777777777778,965.0,114.67222222222222,5.532642487046632,22.934444444444445
Lina Lansberg,65,897.0,565.0,727.0,418.0,118.0,69.0,45.0,33.0,0.0,26.0,4.0,11.0,6.0,0.5733333333333334,71.0,64.42666666666666,12.633802816901408,12.885333333333332
Lipeng Zhang,30,60.0,37.0,25.0,10.0,0.0,0.0,36.0,28.0,2.0,10.0,4.0,0.0,0.0,0.21333333333333335,48.0,29.786666666666665,1.25,5.957333333333333
Lisa Ellis,15,10.0,7.0,5.0,4.0,118.0,69.0,7.0,5.0,1.0,3.0,2.0,2.0,0.0,0.2611111111111111,11.0,14.738888888888889,0.9090909090909091,2.9477777777777776
Liz Carmouche,75,1338.0,1036.0,533.0,289.0,592.0,254.0,413.0,396.0,0.0,70.0,38.0,7.0,3.0,4.1466666666666665,483.0,70.85333333333334,2.770186335403727,14.170666666666667
Lorenz Larkin,85,2300.0,1100.0,2148.0,959.0,2698.0,1311.0,163.0,149.0,0.0,6.0,1.0,92.0,42.0,1.0244444444444445,169.0,83.97555555555556,13.609467455621301,16.79511111111111
Louis Gaudinot,20,9.0,7.0,4.0,2.0,190.0,96.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,20.0,9.0,4.0
Louis Smolka,130,6175.0,3229.0,5371.0,2476.0,1455.0,656.0,1808.0,1327.0,81.0,206.0,67.0,76.0,40.0,12.404444444444444,2095.0,117.59555555555556,2.947494033412888,9.48011465424579
Luan Chagas,50,753.0,357.0,704.0,315.0,702.0,345.0,98.0,65.0,1.0,13.0,2.0,18.0,9.0,1.0377777777777777,112.0,48.96222222222222,6.723214285714286,9.792444444444445
Lucas Martins,55,641.0,252.0,607.0,218.0,463.0,171.0,13.0,13.0,2.0,3.0,0.0,32.0,10.0,0.013333333333333334,18.0,54.986666666666665,35.611111111111114,10.997333333333334
Lucie Pudilova,60,1388.0,734.0,1084.0,478.0,769.0,312.0,110.0,81.0,4.0,6.0,0.0,15.0,3.0,0.9733333333333334,120.0,59.026666666666664,11.566666666666666,11.805333333333333
Luis Henrique,80,1318.0,816.0,542.0,258.0,324.0,140.0,786.0,536.0,12.0,98.0,33.0,4.0,1.0,4.7411111111111115,896.0,75.25888888888889,1.4709821428571428,15.051777777777778
Luiz Dutra,10,25.0,17.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0
Lukasz Sajewski,30,225.0,89.0,202.0,66.0,463.0,189.0,0.0,0.0,0.0,3.0,0.0,23.0,9.0,0.0044444444444444444,3.0,29.995555555555555,75.0,5.999111111111111
Luke Barnatt,50,862.0,264.0,855.0,257.0,67.0,26.0,12.0,8.0,0.0,3.0,0.0,9.0,1.0,0.1711111111111111,15.0,49.82888888888889,57.46666666666667,9.965777777777777
