Name,estimated_minutes,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Teemu Packalen,25,151.0,88.0,133.0,76.0,261.0,104.0,46.0,30.0,3.0,22.0,6.0,14.0,7.0,0.9511111111111111,71.0,24.04888888888889,2.1267605633802815,4.809777777777778
Terrion Ware,60,1418.0,534.0,1299.0,441.0,520.0,204.0,96.0,72.0,0.0,13.0,2.0,46.0,18.0,0.31555555555555553,109.0,59.684444444444445,13.009174311926605,11.93688888888889
Teruto Ishihara,95,2584.0,1325.0,2427.0,1192.0,1019.0,402.0,300.0,219.0,0.0,44.0,5.0,53.0,20.0,2.066666666666667,344.0,92.93333333333334,7.511627906976744,18.586666666666666
Thales Leites,155,3831.0,1677.0,3539.0,1440.0,4118.0,1865.0,347.0,272.0,28.0,244.0,50.0,99.0,36.0,6.683333333333334,619.0,148.31666666666666,6.189014539579968,22.19201995012469
Thiago Alves,90,2920.0,1373.0,2788.0,1246.0,1166.0,570.0,190.0,151.0,4.0,9.0,3.0,48.0,15.0,0.8666666666666667,203.0,89.13333333333334,14.38423645320197,17.826666666666668
Thiago Santos,130,6019.0,3081.0,5422.0,2506.0,2762.0,1239.0,1369.0,917.0,1.0,68.0,19.0,81.0,30.0,7.652222222222222,1438.0,122.34777777777778,4.18567454798331,15.988529112821258
Thiago Tavares,30,550.0,365.0,288.0,134.0,384.0,184.0,381.0,307.0,4.0,31.0,18.0,28.0,11.0,3.557777777777778,416.0,26.44222222222222,1.3221153846153846,5.288444444444444
Thibault Gouti,45,439.0,240.0,329.0,136.0,1511.0,724.0,125.0,112.0,0.0,0.0,0.0,84.0,30.0,0.2311111111111111,125.0,44.76888888888889,3.512,8.953777777777777
Thomas Almeida,75,2874.0,1456.0,2844.0,1426.0,2333.0,895.0,8.0,8.0,0.0,0.0,0.0,79.0,23.0,0.14888888888888888,8.0,74.85111111111111,359.25,14.970222222222223
Tiago Trator,50,765.0,361.0,635.0,252.0,748.0,227.0,46.0,26.0,1.0,8.0,1.0,29.0,11.0,0.6133333333333333,55.0,49.38666666666667,13.909090909090908,9.877333333333334
Tim Boetsch,75,2107.0,1328.0,1448.0,703.0,2803.0,1279.0,488.0,427.0,0.0,57.0,16.0,209.0,79.0,2.482222222222222,545.0,72.51777777777778,3.8660550458715597,14.503555555555556
Tim Elliott,75,1718.0,1270.0,826.0,439.0,1847.0,923.0,979.0,887.0,8.0,65.0,55.0,86.0,37.0,3.7288888888888887,1052.0,71.27111111111111,1.6330798479087452,14.254222222222221
Tim Gorman,30,106.0,50.0,69.0,15.0,0.0,0.0,23.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,33.0,30.0,3.212121212121212,6.0
Tim Johnson,85,2472.0,1375.0,1675.0,694.0,521.0,331.0,422.0,313.0,0.0,66.0,26.0,23.0,9.0,1.2533333333333334,488.0,83.74666666666667,5.065573770491803,16.749333333333333
Tim Kennedy,55,370.0,184.0,298.0,132.0,1125.0,502.0,104.0,68.0,1.0,28.0,10.0,26.0,12.0,0.0,133.0,55.0,2.781954887218045,11.0
Tim Means,150,8107.0,4157.0,7200.0,3319.0,3600.0,1629.0,791.0,632.0,20.0,150.0,77.0,216.0,83.0,8.03111111111111,961.0,141.9688888888889,8.436004162330905,17.67736579966796
Tim Williams,20,18.0,8.0,18.0,8.0,407.0,222.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,0.0,0.0,20.0,18.0,4.0
Todd Duffee,10,16.0,8.0,16.0,8.0,119.0,79.0,2.0,2.0,0.0,0.0,0.0,10.0,6.0,0.0022222222222222222,2.0,9.997777777777777,8.0,1.9995555555555555
Tom Breese,45,671.0,414.0,544.0,299.0,2067.0,838.0,176.0,134.0,2.0,11.0,0.0,101.0,32.0,1.528888888888889,189.0,43.471111111111114,3.5502645502645502,8.694222222222223
Tom Duquesnoy,40,243.0,148.0,196.0,105.0,645.0,264.0,52.0,45.0,0.0,1.0,1.0,21.0,10.0,7.364444444444445,53.0,32.635555555555555,4.584905660377358,4.431502715751358
Tom Lawlor,25,55.0,25.0,52.0,22.0,1113.0,520.0,3.0,3.0,0.0,1.0,0.0,51.0,22.0,0.0044444444444444444,4.0,24.995555555555555,13.75,4.999111111111111
Tom Niinimaki,20,38.0,25.0,26.0,15.0,85.0,19.0,16.0,14.0,1.0,14.0,4.0,4.0,0.0,0.022222222222222223,31.0,19.977777777777778,1.2258064516129032,3.9955555555555557
Tom Watson,60,954.0,367.0,931.0,349.0,357.0,187.0,19.0,16.0,0.0,8.0,0.0,20.0,3.0,0.0,27.0,60.0,35.333333333333336,12.0
Tony Ferguson,120,5082.0,2741.0,4327.0,2041.0,3423.0,1504.0,996.0,888.0,61.0,48.0,22.0,136.0,58.0,5.778888888888889,1105.0,114.22111111111111,4.599095022624434,19.765237454335704
Tony Martin,130,3644.0,1756.0,3005.0,1237.0,2644.0,1097.0,395.0,320.0,42.0,194.0,45.0,130.0,48.0,7.711111111111111,631.0,122.28888888888889,5.774960380348653,15.858789625360231
Tony Sims,25,96.0,70.0,67.0,43.0,405.0,158.0,48.0,45.0,1.0,2.0,0.0,37.0,9.0,0.008888888888888889,51.0,24.99111111111111,1.8823529411764706,4.998222222222222
Tonya Evinger,20,87.0,34.0,85.0,32.0,227.0,136.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,4.0,20.0,21.75,4.0
Tor Troeng,30,63.0,42.0,45.0,26.0,157.0,75.0,8.0,8.0,0.0,5.0,1.0,10.0,1.0,0.3377777777777778,13.0,29.662222222222223,4.846153846153846,5.932444444444444
Travis Browne,90,2621.0,1191.0,2374.0,962.0,1413.0,721.0,646.0,516.0,0.0,26.0,14.0,48.0,17.0,2.8755555555555556,672.0,87.12444444444445,3.900297619047619,17.42488888888889
Trevin Giles,25,66.0,54.0,53.0,41.0,32.0,16.0,49.0,42.0,0.0,5.0,5.0,8.0,3.0,0.6122222222222222,54.0,24.387777777777778,1.2222222222222223,4.877555555555555
Trevor Smith,115,3315.0,2188.0,2278.0,1230.0,1667.0,778.0,1319.0,1163.0,26.0,135.0,40.0,61.0,23.0,16.282222222222224,1480.0,98.71777777777777,2.239864864864865,6.062917974614439
Tyron Woodley,135,2779.0,1354.0,2279.0,887.0,3992.0,1808.0,486.0,446.0,6.0,45.0,29.0,98.0,31.0,3.6055555555555556,537.0,131.39444444444445,5.1750465549348235,26.27888888888889
Tyson Pedro,35,386.0,267.0,264.0,159.0,1172.0,491.0,112.0,106.0,5.0,9.0,8.0,45.0,15.0,1.35,126.0,33.65,3.0634920634920637,6.7299999999999995
Ulka Sasaki,70,1154.0,570.0,896.0,351.0,1804.0,771.0,299.0,242.0,19.0,98.0,31.0,136.0,61.0,3.3844444444444446,416.0,66.61555555555556,2.7740384615384617,13.323111111111112
Uriah Hall,95,2781.0,1495.0,2570.0,1284.0,2545.0,1191.0,499.0,386.0,14.0,40.0,22.0,87.0,39.0,2.232222222222222,553.0,92.76777777777778,5.028933092224231,18.553555555555555
Urijah Faber,125,2261.0,965.0,2056.0,778.0,2205.0,879.0,230.0,195.0,11.0,168.0,38.0,86.0,36.0,4.127777777777778,409.0,120.87222222222222,5.528117359413203,24.174444444444443
Valentina Shevchenko,100,1748.0,1088.0,1271.0,631.0,1622.0,788.0,319.0,293.0,2.0,75.0,37.0,23.0,13.0,3.931111111111111,396.0,96.06888888888889,4.414141414141414,19.21377777777778
Valerie Letourneau,100,3360.0,1383.0,3091.0,1165.0,1016.0,503.0,206.0,154.0,8.0,31.0,13.0,8.0,5.0,2.721111111111111,245.0,97.27888888888889,13.714285714285714,19.455777777777776
Valmir Lazaro,45,726.0,279.0,716.0,269.0,352.0,148.0,4.0,4.0,0.0,20.0,8.0,25.0,6.0,0.18444444444444444,24.0,44.815555555555555,30.25,8.963111111111111
Vaughan Lee,35,632.0,294.0,626.0,288.0,224.0,120.0,0.0,0.0,0.0,2.0,0.0,14.0,8.0,0.0,2.0,35.0,316.0,7.0
Veronica Macedo,30,54.0,34.0,41.0,23.0,229.0,66.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,30.0,54.0,6.0
Vicente Luque,75,1983.0,1149.0,1549.0,757.0,1764.0,730.0,651.0,506.0,23.0,51.0,30.0,44.0,17.0,7.274444444444445,725.0,67.72555555555556,2.7351724137931033,9.310065678936917
Vik Grujic,40,322.0,207.0,164.0,49.0,99.0,27.0,127.0,125.0,0.0,11.0,3.0,4.0,0.0,0.30444444444444446,138.0,39.69555555555556,2.3333333333333335,7.939111111111112
Viktor Pesta,60,1128.0,654.0,581.0,228.0,321.0,167.0,654.0,502.0,0.0,103.0,26.0,19.0,8.0,4.898888888888889,757.0,55.10111111111111,1.4900924702774108,11.020222222222221
Vinc Pichel,60,1233.0,726.0,925.0,445.0,729.0,283.0,420.0,338.0,4.0,85.0,57.0,33.0,11.0,5.996666666666667,509.0,54.00333333333333,2.4223968565815324,9.005558643690938
Viscardi Andrade,45,418.0,216.0,321.0,126.0,652.0,329.0,108.0,82.0,0.0,6.0,2.0,25.0,8.0,0.6444444444444445,114.0,44.355555555555554,3.6666666666666665,8.87111111111111
Vitor Belfort,55,512.0,249.0,479.0,235.0,2829.0,1283.0,76.0,38.0,0.0,0.0,0.0,75.0,32.0,0.06222222222222222,76.0,54.937777777777775,6.7368421052631575,10.987555555555556
Vitor Miranda,85,2081.0,1448.0,1245.0,667.0,959.0,471.0,975.0,884.0,0.0,15.0,6.0,24.0,11.0,3.74,990.0,81.26,2.102020202020202,16.252000000000002
Viviane Pereira,60,934.0,397.0,730.0,248.0,1359.0,579.0,163.0,117.0,1.0,3.0,3.0,23.0,10.0,0.5022222222222222,167.0,59.49777777777778,5.592814371257485,11.899555555555555
Volkan Oezdemir,35,646.0,332.0,579.0,268.0,1774.0,842.0,7.0,5.0,0.0,3.0,0.0,69.0,29.0,0.013333333333333334,10.0,34.986666666666665,64.6,6.997333333333333
Wagner Silva,25,56.0,20.0,52.0,17.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,25.0,56.0,5.0
Walt Harris,70,1955.0,831.0,1835.0,725.0,1695.0,872.0,295.0,221.0,5.0,5.0,1.0,43.0,9.0,1.2444444444444445,305.0,68.75555555555556,6.409836065573771,13.751111111111111
Warlley Alves,110,2691.0,1427.0,2305.0,1089.0,1798.0,910.0,456.0,331.0,33.0,72.0,39.0,116.0,48.0,9.415555555555555,561.0,100.58444444444444,4.7967914438502675,10.682794430021243
Wendell Oliveira,15,24.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,3.0
Will Brooks,45,653.0,414.0,489.0,276.0,1777.0,854.0,80.0,71.0,0.0,34.0,11.0,116.0,44.0,0.94,114.0,44.06,5.728070175438597,8.812000000000001
William Patolino,20,78.0,25.0,77.0,24.0,435.0,169.0,9.0,3.0,0.0,1.0,0.0,24.0,10.0,0.0,10.0,20.0,7.8,4.0
Willie Gates,45,359.0,153.0,323.0,117.0,710.0,267.0,39.0,37.0,3.0,0.0,0.0,45.0,11.0,0.23555555555555555,42.0,44.76444444444444,8.547619047619047,8.95288888888889
Wilson Reis,125,4545.0,2240.0,2996.0,1037.0,2777.0,1296.0,1460.0,1059.0,25.0,418.0,181.0,188.0,70.0,18.24888888888889,1903.0,106.75111111111111,2.3883342091434576,5.849732099366781
Wuliji Buren,25,81.0,37.0,60.0,17.0,858.0,370.0,17.0,17.0,0.0,11.0,4.0,14.0,4.0,0.28444444444444444,28.0,24.715555555555557,2.892857142857143,4.9431111111111115
Yair Rodriguez,100,2792.0,1420.0,2360.0,1062.0,2473.0,1002.0,649.0,489.0,40.0,87.0,33.0,100.0,44.0,4.907777777777778,776.0,95.09222222222222,3.597938144329897,19.018444444444444
Yan Cabral,55,332.0,221.0,227.0,122.0,423.0,153.0,160.0,144.0,8.0,43.0,10.0,32.0,9.0,2.531111111111111,211.0,52.46888888888889,1.5734597156398105,10.493777777777778
Yan Xiaonan,30,222.0,106.0,211.0,96.0,924.0,386.0,6.0,3.0,0.0,0.0,0.0,14.0,10.0,0.0,6.0,30.0,37.0,6.0
Yana Kunitskaya,20,24.0,17.0,11.0,5.0,839.0,477.0,3.0,2.0,0.0,4.0,1.0,12.0,4.0,0.07777777777777778,7.0,19.92222222222222,3.4285714285714284,3.9844444444444442
Yancy Medeiros,95,3873.0,1488.0,3725.0,1347.0,4188.0,1868.0,187.0,149.0,26.0,10.0,1.0,123.0,40.0,1.0322222222222222,223.0,93.96777777777778,17.367713004484305,18.793555555555557
Yao Zhikui,50,686.0,346.0,423.0,100.0,118.0,31.0,286.0,244.0,0.0,12.0,2.0,16.0,8.0,1.5266666666666666,298.0,48.473333333333336,2.302013422818792,9.694666666666667
Yaotzin Meza,75,971.0,565.0,569.0,229.0,493.0,169.0,370.0,315.0,7.0,43.0,12.0,16.0,7.0,1.22,420.0,73.78,2.3119047619047617,14.756
Yoel Romero,155,3479.0,2248.0,2712.0,1520.0,3300.0,1541.0,1121.0,936.0,0.0,199.0,86.0,78.0,35.0,5.894444444444445,1320.0,149.10555555555555,2.6356060606060607,25.295947219604145
Yosdenis Cedeno,50,435.0,161.0,385.0,121.0,206.0,83.0,85.0,58.0,0.0,4.0,0.0,8.0,0.0,0.9911111111111112,89.0,49.00888888888889,4.887640449438202,9.801777777777778
Yoshihiro Akiyama,30,165.0,94.0,119.0,57.0,58.0,34.0,104.0,68.0,0.0,5.0,2.0,2.0,0.0,0.0,109.0,30.0,1.5137614678899083,6.0
Yui Chul Nam,45,438.0,274.0,320.0,183.0,223.0,80.0,195.0,125.0,1.0,5.0,4.0,4.0,1.0,1.1288888888888888,201.0,43.87111111111111,2.1791044776119404,8.774222222222223
Yushin Okami,20,0.0,0.0,0.0,0.0,951.0,405.0,0.0,0.0,1.0,1.0,0.0,31.0,15.0,0.0,2.0,20.0,0.0,4.0
Yusuke Kasuya,25,99.0,44.0,99.0,44.0,316.0,129.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,0.011111111111111112,4.0,24.988888888888887,24.75,4.997777777777777
Yves Edwards,20,84.0,31.0,79.0,27.0,73.0,30.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.008888888888888889,4.0,19.99111111111111,21.0,3.998222222222222
Yves Jabouin,35,695.0,281.0,647.0,239.0,488.0,234.0,42.0,32.0,0.0,17.0,11.0,10.0,4.0,0.051111111111111114,59.0,34.94888888888889,11.779661016949152,6.989777777777777
Zabit Magomedsharipov,50,730.0,444.0,552.0,300.0,1394.0,464.0,241.0,183.0,8.0,50.0,30.0,27.0,7.0,4.682222222222222,299.0,45.31777777777778,2.4414715719063547,9.063555555555556
Zach Makovsky,90,1361.0,808.0,939.0,419.0,1284.0,573.0,585.0,504.0,0.0,125.0,51.0,69.0,24.0,2.066666666666667,710.0,87.93333333333334,1.9169014084507043,17.586666666666666
Zak Cummings,90,2843.0,1070.0,2501.0,776.0,1771.0,777.0,394.0,270.0,15.0,48.0,28.0,117.0,47.0,6.443333333333333,457.0,83.55666666666667,6.2210065645514225,12.96792550439731
Zak Ottow,65,1938.0,930.0,1621.0,644.0,2397.0,1099.0,250.0,214.0,5.0,23.0,6.0,109.0,33.0,0.9933333333333333,278.0,64.00666666666666,6.971223021582734,12.801333333333332
Zhang Lipeng,30,545.0,381.0,176.0,86.0,92.0,29.0,335.0,261.0,6.0,35.0,12.0,10.0,5.0,2.2733333333333334,376.0,27.726666666666667,1.449468085106383,5.545333333333334
Zu Anyanwu,15,63.0,31.0,49.0,20.0,241.0,116.0,20.0,17.0,0.0,1.0,1.0,1.0,1.0,0.05333333333333334,21.0,14.946666666666667,3.0,2.9893333333333336
Zubaira Tukhugov,50,532.0,232.0,502.0,206.0,336.0,142.0,60.0,33.0,0.0,19.0,10.0,20.0,9.0,0.33666666666666667,79.0,49.663333333333334,6.734177215189874,9.932666666666666
