Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Percentile_Rank_Striking_to_grappling_attempts_ratio,Total Striking Time to Grappling Action Time Ratio,Percentile_Rank_Striking_to_grappling_Time_ratio
Aaron Phillips,30,0,0,137,109,40,18,83,21,102,94,1,0,0,2,0,0.26875,103,29.73125,1.330097087,0.218,110.627907,0.853
Abdul Razak Alhassan,35,0,4,576,268,540,244,1093,384,33,22,0,6,2,40,20,0.166666667,39,34.83333333,14.76923077,0.865,209,0.908
Abdul-Kerim Edilov,10,0,1,0,0,0,0,60,25,0,0,0,0,0,1,0,0.625,1,9.375,0,0,15,0.304
Abel Trujillo,75,2,1,1206,402,1080,276,1815,827,145,117,3,60,17,32,12,4.141666667,208,70.85833333,5.798076923,0.669,17.10865191,0.374
Abner Lloveras,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Abu Azaitar,15,0,0,0,0,0,0,467,216,0,0,0,0,0,5,2,0.625,1,14.375,0,0,23,0.435
Adam Antolin,15,0,0,0,0,0,0,143,59,0,0,0,0,0,8,3,0.625,1,14.375,0,0,23,0.435
Adam Milstead,35,0,1,243,125,233,117,357,158,7,5,0,0,0,23,13,0.625,7,34.375,34.71428571,0.939,55,0.766
Adam Wieczorek,25,1,0,129,73,95,42,367,238,36,31,0,1,0,18,10,0.491666667,37,24.50833333,3.486486486,0.492,49.84745763,0.754
Adam Yandiev,10,0,0,0,0,0,0,312,140,0,0,0,0,0,22,8,0.625,1,9.375,0,0,15,0.304
Adriano Martins,60,0,2,475,196,452,177,643,282,30,21,0,12,9,49,19,1.504166667,42,58.49583333,11.30952381,0.821,38.88919668,0.672
Aiemann Zahabi,30,0,0,113,45,112,44,249,124,5,3,0,0,0,6,3,0.625,5,29.375,22.6,0.904,47,0.716
Aisling Daly,35,1,0,228,154,117,59,139,68,108,87,3,9,4,4,1,1.670833333,120,33.32916667,1.9,0.285,19.94763092,0.408
Akbarh Arreola,45,1,0,398,196,345,148,491,221,74,66,2,8,8,22,8,0.358333333,84,44.64166667,4.738095238,0.599,124.5813953,0.864
Akira Corassani,20,0,0,161,59,161,59,710,355,0,0,0,2,0,11,5,0.625,2,19.375,80.5,0.979,31,0.593
Al Iaquinta,105,0,4,3395,1440,3232,1309,1886,874,277,208,19,44,9,69,26,2.15,340,102.85,9.985294118,0.79,47.8372093,0.744
Alan Jouban,105,0,4,4676,2614,4316,2266,2139,892,496,395,0,22,13,51,22,5.679166667,518,99.32083333,9.027027027,0.775,17.48862803,0.383
Alan Omer,30,0,0,112,69,101,58,0,0,25,19,0,3,1,0,0,0.625,28,29.375,4,0.539,47,0.716
Alan Patrick,85,0,0,1552,840,1008,385,1310,608,642,517,5,135,44,41,26,16.66666667,782,68.33333333,1.984654731,0.303,4.1,0.052
Albert Cheng,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Albert Morales,80,0,0,2548,949,2280,769,948,460,234,157,0,23,7,18,12,2.820833333,257,77.17916667,9.914396887,0.785,27.36041359,0.571
Albert Tumenov,85,0,3,2237,987,2039,860,1453,698,410,221,0,18,7,30,11,3.945833333,428,81.05416667,5.226635514,0.634,20.54171067,0.418
Alberto Mina,45,0,2,603,309,523,256,502,244,114,83,0,38,6,24,8,1.108333333,152,43.89166667,3.967105263,0.537,39.60150376,0.694
Alberto Uda,15,0,0,40,28,27,15,287,104,6,5,0,2,1,4,2,0.108333333,8,14.89166667,5,0.62,137.4615385,0.874
Alejandro Perez,105,1,2,3849,1751,3313,1268,1839,720,937,752,8,60,15,55,29,1.933333333,1005,103.0666667,3.829850746,0.524,53.31034483,0.761
Aleksandar Rakic,30,0,0,179,75,150,46,724,341,24,24,0,0,0,52,14,0.625,24,29.375,7.458333333,0.739,47,0.716
Aleksei Kunchenko,15,0,0,0,0,0,0,748,321,0,0,0,0,0,3,2,0.625,1,14.375,0,0,23,0.435
Aleksei Oleinik,60,5,1,1643,1151,888,453,2064,946,502,446,28,78,36,94,34,1.24375,608,58.75625,2.702302632,0.395,47.24120603,0.742
Alessandro Ricci,20,0,0,118,83,60,28,745,311,5,4,0,2,0,8,3,0.625,7,19.375,16.85714286,0.875,31,0.593
Alessio Di Chirico,60,0,1,1279,662,1041,451,481,269,158,130,0,31,15,23,5,1.741666667,189,58.25833333,6.767195767,0.712,33.44976077,0.652
Alex Caceres,155,1,1,6026,2661,5615,2311,1542,590,420,315,12,57,45,43,16,6.89375,489,148.10625,12.32310838,0.832,21.48413418,0.424
Alex Chambers,55,1,0,707,418,551,285,249,156,66,60,8,34,14,16,10,2.572916667,108,52.42708333,6.546296296,0.704,20.37651822,0.413
Alex Garcia,105,1,1,2901,1205,2370,781,2467,1031,665,469,1,195,117,71,32,24.01041667,861,80.98958333,3.369337979,0.481,3.373101952,0.037
Alex Morono,75,1,0,2244,1079,2027,877,1752,794,192,154,6,12,0,67,28,0.5375,210,74.4625,10.68571429,0.808,138.5348837,0.877
Alex Nicholson,35,0,1,401,170,397,166,613,321,8,8,0,0,0,10,4,0.31875,8,34.68125,50.125,0.958,108.8039216,0.851
Alex Oliveira,140,3,4,5620,3295,4012,1972,5212,2244,1414,1140,45,447,157,92,38,34.79583333,1906,105.2041667,2.948583421,0.441,3.023470243,0.029
Alex Perez,35,2,1,370,196,279,116,432,201,105,88,9,17,9,28,13,3.4875,131,31.5125,2.824427481,0.42,9.035842294,0.2
Alex Reyes,5,0,0,0,0,0,0,409,184,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Alex Torres,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Alex White,95,0,2,3469,1505,3119,1197,2359,1040,247,219,5,44,18,104,22,4.933333333,296,90.06666667,11.71959459,0.826,18.25675676,0.391
Alexa Grasso,50,0,0,1254,657,971,419,1091,507,78,66,2,6,3,56,16,0.166666667,86,49.83333333,14.58139535,0.864,299,0.923
Alexander Gustafsson,80,0,2,1041,589,840,404,1302,638,243,215,0,27,10,50,20,6.2625,270,73.7375,3.855555556,0.525,11.7744511,0.257
Alexander Hernandez,20,0,1,14,9,13,8,1526,751,3,3,0,0,0,94,30,0.625,3,19.375,4.666666667,0.594,31,0.593
Alexander Volkanovski,65,0,2,1173,762,1069,670,1640,675,549,400,0,64,36,125,55,8.225,613,56.775,1.913539967,0.291,6.902735562,0.109
Alexander Volkov,80,0,2,1791,1123,1478,864,2695,1364,217,186,0,14,10,89,30,1.058333333,231,78.94166667,7.753246753,0.747,74.59055118,0.811
Alexander Yakovlev,75,0,1,987,479,910,417,1502,558,122,93,0,65,15,92,30,4.120833333,187,70.87916667,5.278074866,0.639,17.20020222,0.377
Alexandra Albu,25,0,1,74,53,62,42,439,182,0,0,1,1,0,10,8,0.625,2,24.375,37,0.945,39,0.673
Alexandre Pantoja,60,1,0,962,512,800,368,1876,758,134,116,10,12,6,108,36,4.441666667,156,55.55833333,6.166666667,0.692,12.50844278,0.271
Alexis Davis,85,1,0,2268,1369,1500,652,1608,648,703,638,13,33,17,54,20,8.054166667,749,76.94583333,3.028037383,0.452,9.553543714,0.208
Alexis Dufresne,30,0,0,86,65,28,12,0,0,75,60,0,3,3,0,0,2.329166667,78,27.67083333,1.102564103,0.198,11.88014311,0.264
Alfred Khashakyan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Ali Bagautinov,85,0,0,1415,732,1100,456,1220,534,379,297,4,102,35,32,17,7.91875,485,77.08125,2.917525773,0.437,9.734017364,0.211
Alistair Overeem,115,0,4,3458,2825,2483,1921,2860,1379,1680,1482,4,54,13,105,43,22.00833333,1738,92.99166667,1.989643268,0.306,4.225293449,0.056
Aljamain Sterling,145,3,1,7349,4692,5054,2527,3272,1270,2641,2271,57,289,124,113,47,53.84583333,2987,91.15416667,2.460328088,0.362,1.692873172,0.006
Allan Zuniga,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Allen Crowder,20,0,1,112,78,72,45,91,52,65,56,1,6,2,4,3,1.447916667,72,18.55208333,1.555555556,0.25,12.81294964,0.275
Alonzo Menifield,5,0,1,0,0,0,0,17,6,0,0,0,0,0,2,0,0.625,1,4.375,0,0,7,0.111
Alptekin Ozkilic,35,0,0,629,220,616,208,54,27,25,14,0,32,19,0,0,2.039583333,57,32.96041667,11.03508772,0.818,16.16036772,0.365
Alton Cunningham,5,0,0,0,0,0,0,97,48,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Alvaro Herrera,25,0,1,88,40,86,38,300,123,3,3,1,0,0,10,2,0.0625,4,24.9375,22,0.901,399,0.939
Amanda Cooper,40,0,1,909,472,648,265,322,121,334,262,12,14,7,14,2,4.33125,360,35.66875,2.525,0.373,8.235209235,0.181
Amanda Lemos,10,0,0,0,0,0,0,991,376,0,0,0,0,0,5,0,0.625,1,9.375,0,0,15,0.304
Amanda Nunes,100,2,3,1674,1057,1339,790,1828,871,809,579,16,46,17,91,36,11.73333333,871,88.26666667,1.921928817,0.294,7.522727273,0.166
Amir Sadollah,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
An Ying Wang,10,0,1,47,15,45,13,0,0,2,2,0,0,0,0,0,0.15,2,9.85,23.5,0.908,65.66666667,0.797
Anderson Silva,80,0,0,977,504,964,491,1834,764,16,12,0,0,0,50,15,0.058333333,16,79.94166667,61.0625,0.969,1370.428571,0.981
Andre Ewell,15,0,0,0,0,0,0,1239,444,0,0,0,0,0,26,9,0.625,1,14.375,0,0,23,0.435
Andre Fili,125,0,1,4855,2160,4353,1740,3643,1539,860,537,8,253,105,115,44,19.4375,1121,105.5625,4.330954505,0.573,5.430868167,0.082
Andre Soukhamthath,55,0,1,712,330,611,244,1241,571,119,102,0,3,0,17,7,1.375,122,53.625,5.836065574,0.67,39,0.673
Andrea Lee,15,0,0,0,0,0,0,41,23,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Andreas Stahl,20,0,0,133,76,117,60,289,93,2,2,0,1,0,6,1,0.625,3,19.375,44.33333333,0.954,31,0.593
Andrei Arlovski,150,0,2,5468,3040,4417,2090,2590,1355,501,459,0,55,14,73,21,2.9,556,147.1,9.834532374,0.784,50.72413793,0.755
Andrew Craig,25,0,0,114,56,67,16,8,3,50,43,0,1,0,0,0,0.025,51,24.975,2.235294118,0.332,999,0.969
Andrew Holbrook,45,0,0,626,462,280,150,961,414,312,274,14,16,4,53,20,5.133333333,342,39.86666667,1.830409357,0.274,7.766233766,0.171
Andrew Sanchez,75,0,0,1765,1030,1175,568,1070,537,705,563,0,75,35,34,14,12.15416667,780,62.84583333,2.262820513,0.338,5.170723346,0.075
Andy Enz,35,0,0,689,189,679,180,145,51,2,0,0,2,0,2,0,0.058333333,4,34.94166667,172.25,0.993,599,0.954
Andy Ogle,35,0,0,274,146,214,86,108,44,70,64,0,9,3,6,3,1.0875,79,33.9125,3.46835443,0.49,31.18390805,0.637
Angel De Anda,5,0,0,0,0,0,0,51,24,0,0,0,0,0,1,0,0.625,1,4.375,0,0,7,0.111
Angela Hill,110,0,0,4099,2384,3436,1796,3015,1234,327,273,0,12,4,38,21,1.654166667,339,108.3458333,12.09144543,0.83,65.49874055,0.796
Angela Magana,40,0,0,328,95,314,82,204,77,4,3,1,5,1,4,2,0.1375,10,39.8625,32.8,0.938,289.9090909,0.922
Anna Elmose,20,0,0,43,32,10,6,88,30,0,0,0,5,0,0,0,0.029166667,5,19.97083333,8.6,0.766,684.7142857,0.96
Anthony Birchak,30,0,1,209,78,196,71,662,284,40,21,0,8,3,11,3,0.633333333,48,29.36666667,4.354166667,0.576,46.36842105,0.712
Anthony Christodoulou,25,0,0,38,9,38,9,188,68,1,0,0,1,0,7,5,0.625,2,24.375,19,0.887,39,0.673
Anthony Hamilton,85,0,2,2320,1766,1869,1342,331,140,968,910,0,116,63,4,1,19.65,1084,65.35,2.140221402,0.326,3.325699746,0.036
Anthony Johnson,70,0,5,1754,911,1642,811,1969,901,290,248,0,28,10,106,39,3.7,318,66.3,5.51572327,0.648,17.91891892,0.389
Anthony Lapsley,5,0,0,0,0,0,0,71,32,0,0,0,0,0,1,1,0.625,1,4.375,0,0,7,0.111
Anthony Njokuani,30,0,0,84,30,77,24,313,133,4,3,0,0,0,16,11,0.625,4,29.375,21,0.895,47,0.716
Anthony Perosh,15,1,0,73,55,39,25,890,423,60,50,2,4,2,21,4,1.275,66,13.725,1.106060606,0.199,10.76470588,0.234
Anthony Pettis,145,3,0,6031,3237,4927,2176,5515,2660,796,679,24,42,5,124,52,5.264583333,862,139.7354167,6.996519722,0.72,26.54254056,0.563
Anthony Smith,90,0,5,2532,1346,2333,1164,2442,1086,314,271,11,49,16,77,34,2.641666667,374,87.35833333,6.770053476,0.713,33.06940063,0.648
Anton Berzin,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Anton Zafir,10,0,0,40,31,25,17,632,269,12,11,0,3,1,15,5,0.4,15,9.6,2.666666667,0.39,24,0.551
Antonio Braga Neto,30,0,0,95,73,32,16,253,113,74,67,0,8,3,8,7,1.766666667,82,28.23333333,1.158536585,0.204,15.98113208,0.364
Antonio Carlos Junior,115,5,0,3326,1824,2280,965,1696,767,1371,1042,33,269,134,66,31,45.97708333,1673,69.02291667,1.988045427,0.304,1.501246092,0.004
Antonio Dos Santos,15,0,0,75,39,73,37,55,45,5,2,0,0,0,1,0,0.095833333,5,14.90416667,15,0.867,155.5217391,0.89
Antonio Silva,35,0,1,241,139,196,100,974,414,6,3,0,3,0,47,17,0.625,9,34.375,26.77777778,0.919,55,0.766
Ariel Beck,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,9.375,0,0,15,0.304
Arjan Bhullar,25,0,0,96,60,50,24,225,112,27,17,0,1,1,31,11,0.610416667,28,24.38958333,3.428571429,0.485,39.9556314,0.696
Arnold Allen,60,2,0,602,254,501,163,433,216,108,94,4,26,14,38,14,2.275,138,57.725,4.362318841,0.578,25.37362637,0.56
Artem Lobov,100,0,0,1606,688,1434,548,2193,962,133,108,0,13,4,46,16,7.075,146,92.925,11,0.817,13.13427562,0.283
Ashkan Mokhtarian,30,0,0,29,15,23,12,811,300,8,5,0,3,1,22,3,0.270833333,11,29.72916667,2.636363636,0.384,109.7692308,0.852
Ashlee Evans-Smith,70,0,1,1982,900,1664,633,1314,535,293,229,0,43,15,29,11,4.729166667,336,65.27083333,5.898809524,0.674,13.80176211,0.288
Ashley Yoder,45,0,0,449,208,340,114,593,307,102,87,0,10,5,11,3,3.104166667,112,41.89583333,4.008928571,0.545,13.4966443,0.287
Aspen Ladd,15,0,2,84,45,60,26,252,126,39,22,0,1,1,12,2,0.479166667,40,14.52083333,2.1,0.319,30.30434783,0.59
Augusto Mendes,35,0,0,218,96,185,64,1365,595,3,0,0,9,4,58,22,0.145833333,12,34.85416667,18.16666667,0.886,239,0.913
Augusto Montano,35,0,1,170,92,159,81,459,196,16,10,0,0,0,40,11,0.304166667,16,34.69583333,10.625,0.806,114.0684932,0.856
Augusto Sakai,15,0,1,0,0,0,0,838,367,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Austin Arnett,40,0,0,645,247,638,242,3,3,3,1,2,1,1,0,0,0.070833333,6,39.92916667,107.5,0.987,563.7058824,0.953
Azunna Anyanwu,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,9.375,0,0,15,0.304
BJ Penn,40,0,0,259,127,154,30,928,374,96,90,0,0,0,26,11,0.625,96,39.375,2.697916667,0.394,63,0.792
Barb Honchak,25,0,0,241,75,236,71,902,359,4,3,2,0,0,25,6,0.0875,6,24.9125,40.16666667,0.949,284.7142857,0.92
Bartosz Fabinski,45,0,0,382,321,145,107,207,84,226,191,0,33,26,2,1,2.78125,259,42.21875,1.474903475,0.236,15.17977528,0.35
Bec Rawlings,90,1,0,2611,1318,2240,1029,1742,820,213,161,6,31,8,60,17,4.816666667,250,85.18333333,10.444,0.803,17.68512111,0.387
Belal Muhammad,95,0,1,3844,1977,2876,1195,2116,1025,754,576,0,112,42,40,23,9.3625,866,85.6375,4.438799076,0.584,9.146862483,0.204
Ben Nguyen,55,2,1,1020,471,913,404,1859,772,175,116,12,8,1,93,50,4.297916667,195,50.70208333,5.230769231,0.635,11.79689772,0.258
Ben Rothwell,45,2,1,224,116,204,96,719,396,30,30,3,0,0,1,1,0.625,33,44.375,6.787878788,0.714,71,0.806
Ben Saunders,85,2,1,3205,1744,2395,1032,2649,1266,818,725,16,5,5,118,34,3.679166667,839,81.32083333,3.820023838,0.52,22.10305776,0.429
Ben Wall,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Beneil Dariush,135,3,1,5655,2863,4990,2292,4241,1813,1048,783,45,220,74,108,47,40.47291667,1313,94.52708333,4.306930693,0.571,2.335563906,0.018
Benito Lopez,30,0,0,168,87,157,77,553,181,6,5,0,0,0,6,2,0.625,6,29.375,28,0.923,47,0.716
Benson Henderson,110,2,0,1846,1035,1304,653,1045,529,350,229,14,42,27,19,9,3.802083333,406,106.1979167,4.54679803,0.59,27.93150685,0.576
Bentley Syler,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Bethe Correia,90,0,1,3191,1828,2739,1399,2504,974,221,213,0,13,2,27,11,6.2375,234,83.7625,13.63675214,0.851,13.42885772,0.285
Bevon Lewis,15,0,2,98,49,97,48,0,0,16,12,0,0,0,0,0,0.275,16,14.725,6.125,0.691,53.54545455,0.763
Bharat Kandare,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Bigfoot Silva,5,0,0,0,0,0,0,55,12,0,0,0,0,0,1,0,0.625,1,4.375,0,0,7,0.111
Blagoy Ivanov,25,0,0,0,0,0,0,614,314,0,0,0,0,0,1,1,0.625,1,24.375,0,0,39,0.673
Bobby Green,80,0,0,1923,878,1820,786,1488,734,0,0,0,33,1,34,16,0.077083333,33,79.92291667,58.27272727,0.968,1036.837838,0.971
Bobby Nash,25,0,0,345,164,275,103,869,349,44,36,4,13,4,20,6,1.241666667,61,23.75833333,5.655737705,0.655,19.13422819,0.399
Bobby Voelker,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Bojan Mihajlovic,30,0,0,77,37,66,28,253,111,9,8,0,2,0,0,0,0.641666667,11,29.35833333,7,0.721,45.75324675,0.708
Bojan Velickovic,90,0,1,2187,1181,1452,499,1319,582,375,346,8,47,11,75,25,0.63125,430,89.36875,5.086046512,0.629,141.5742574,0.879
Boston Salmon,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Brad Katona,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Brad Pickett,105,0,0,3609,1444,3061,957,1887,799,716,528,7,181,48,72,22,4.1625,904,100.8375,3.992256637,0.538,24.22522523,0.555
Brad Tavares,145,0,1,4242,2005,3690,1514,2483,1076,214,177,0,128,27,104,29,6.308333333,342,138.6916667,12.40350877,0.836,21.98546896,0.428
Bradley Scott,75,1,0,1586,865,1356,652,595,313,98,89,5,19,4,23,6,2.8875,122,72.1125,13,0.844,24.97402597,0.558
Brandon Davis,70,0,0,2927,1014,2809,907,1515,640,103,65,0,10,7,104,48,1.379166667,113,68.62083333,25.90265487,0.916,49.75528701,0.753
Brandon Moreno,70,2,0,962,456,780,287,3057,1307,216,178,12,51,23,121,41,6.054166667,279,63.94583333,3.448028674,0.488,10.56228493,0.228
Brandon Thatch,45,0,0,566,226,510,178,500,265,46,38,0,11,7,15,8,0.20625,57,44.79375,9.929824561,0.786,217.1818182,0.909
Brendan O'Reilly,50,0,0,638,400,337,137,696,322,239,187,2,30,13,23,9,3.060416667,271,46.93958333,2.354243542,0.354,15.33764466,0.356
Brendan Schaub,20,0,0,136,65,88,30,156,60,79,46,0,5,1,1,0,0.625,84,19.375,1.619047619,0.255,31,0.593
Brett Johns,65,1,0,1514,1082,739,393,2639,1115,965,837,5,80,54,90,29,13.5,1050,51.5,1.441904762,0.229,3.814814815,0.044
Brian Camozzi,30,0,0,257,74,252,69,873,376,5,5,2,6,0,16,6,0.625,13,29.375,19.76923077,0.892,47,0.716
Brian Ebersole,20,0,0,156,104,94,49,253,105,52,45,0,5,1,11,6,0.645833333,57,19.35416667,2.736842105,0.403,29.96774194,0.588
Brian Houston,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Brian Kelleher,55,1,1,770,435,605,292,3513,1362,120,98,6,15,6,74,32,1.875,141,53.125,5.460992908,0.646,28.33333333,0.577
Brian Ortega,80,3,3,2166,782,2058,679,3168,1509,204,159,29,27,6,114,44,1.658333333,260,78.34166667,8.330769231,0.759,47.24120603,0.742
Brock Lesnar,15,0,0,0,0,0,0,260,95,0,0,0,0,0,1,1,0.625,1,14.375,0,0,23,0.435
Bruno Korea,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Bruno Santos,30,0,0,82,45,51,25,103,73,37,22,0,6,4,3,3,1.55625,43,28.44375,1.906976744,0.288,18.27710843,0.393
Bryan Barberena,95,1,3,4809,2798,3740,1838,2016,866,881,733,6,27,11,114,48,8.15,914,86.85,5.261487965,0.638,10.65644172,0.232
Bryan Caraway,70,1,0,1109,419,935,276,1030,483,77,65,8,70,17,47,27,4.214583333,155,65.78541667,7.15483871,0.726,15.60899654,0.36
Bryce Mitchell,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Bubba Bush,20,0,0,4,2,4,2,21,13,0,0,0,0,0,4,0,0.625,1,19.375,4,0.539,31,0.593
Bubba McDaniel,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
CB Dollaway,80,0,1,1711,951,1388,702,1697,712,580,410,2,71,38,45,18,15.12083333,653,64.87916667,2.620214395,0.381,4.290713695,0.057
CJ Hamilton,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
CM Punk,20,0,0,8,6,1,0,10,5,7,6,0,0,0,0,0,0.625,7,19.375,1.142857143,0.201,31,0.593
Cain Carrizosa,20,0,0,3,0,3,0,20,11,0,0,0,0,0,0,0,0.625,1,19.375,3,0.446,31,0.593
Cain Velasquez,20,0,1,201,117,169,88,578,293,2,2,0,5,4,14,5,0.191666667,7,19.80833333,28.71428571,0.928,103.3478261,0.847
Caio Magalhaes,30,0,2,124,79,114,69,579,255,23,23,0,0,0,29,7,0.0125,23,29.9875,5.391304348,0.642,2399,0.993
Calvin Kattar,45,0,1,527,246,514,235,1629,711,46,31,0,7,4,39,19,2.475,53,42.525,9.943396226,0.788,17.18181818,0.377
Carla Esparza,115,1,0,3993,2338,2164,845,2821,1089,2110,1683,13,290,106,120,52,26.16041667,2413,88.83958333,1.654786573,0.257,3.395954448,0.038
Carlo Pedersoli,20,0,0,181,68,179,67,1069,533,4,2,0,4,3,72,27,0.416666667,8,19.58333333,22.625,0.905,47,0.715
Carlos Candelario,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Carlos Condit,75,0,1,2863,1285,2472,932,3670,1822,396,346,5,12,8,194,70,0.633333333,413,74.36666667,6.93220339,0.717,117.4210526,0.859
Carlos Diego Ferreira,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Carls John De Tomas,25,0,0,102,53,74,30,39,13,33,25,0,4,2,0,0,0.172916667,37,24.82708333,2.756756757,0.409,143.5783133,0.88
Casey Kenney,30,0,0,159,72,143,59,0,0,12,7,1,8,3,0,0,1.0125,21,28.9875,7.571428571,0.744,28.62962963,0.581
Cat Zingano,65,0,1,669,495,395,241,1379,573,450,370,12,22,18,22,13,8.829166667,484,56.17083333,1.382231405,0.225,6.36196319,0.101
Cathal Pendred,75,1,0,1274,641,1117,501,685,322,90,71,6,153,39,25,7,3.677083333,249,71.32291667,5.116465863,0.631,19.39660057,0.403
Cesar Arzamendia,10,0,0,54,23,46,16,25,15,6,3,0,4,3,3,1,0.625,10,9.375,5.4,0.643,15,0.304
Cezar Ferreira,105,2,0,2408,1358,1661,669,1962,959,937,802,7,118,72,69,24,29.84166667,1062,75.15833333,2.267419962,0.339,2.518570232,0.021
Chad Laprise,95,0,3,4663,2081,4448,1892,1776,759,274,232,0,58,31,31,15,10.42083333,332,84.57916667,14.04518072,0.859,8.116353459,0.178
Chad Mendes,50,0,2,1046,513,985,456,1548,660,123,108,0,46,12,64,28,3.629166667,169,46.37083333,6.189349112,0.693,12.77726751,0.275
Chan Sung Jung,5,0,1,0,0,0,0,527,254,0,0,0,0,0,44,18,0.625,1,4.375,0,0,7,0.111
Chance Rencountre,15,0,0,0,0,0,0,841,350,0,0,0,0,0,34,12,0.625,1,14.375,0,0,23,0.435
Chanmi Jeon,30,0,0,252,93,250,92,81,31,2,2,0,0,0,0,0,0.625,2,29.375,126,0.989,47,0.716
Charles Byrd,20,2,0,99,70,62,37,251,111,58,52,3,3,3,14,6,1.2125,64,18.7875,1.546875,0.249,15.49484536,0.358
Charles Oliveira,120,7,0,4127,2887,2885,1749,4353,1856,1759,1508,107,305,133,139,41,14.62291667,2171,105.3770833,1.900967296,0.286,7.206297193,0.161
Charles Rosa,75,1,0,1176,456,1060,369,346,150,186,124,16,76,34,7,3,9.370833333,278,65.62916667,4.230215827,0.566,7.003557137,0.156
Charlie Brenneman,20,0,0,63,43,43,23,40,26,22,21,0,7,2,8,4,0.239583333,29,19.76041667,2.172413793,0.328,82.47826087,0.822
Charlie Ward,10,0,0,15,2,14,2,0,0,0,0,0,0,0,0,0,0.625,1,9.375,15,0.867,15,0.304
Chas Skelly,100,4,1,2239,1090,1655,586,2065,844,625,562,66,124,41,93,28,20.64166667,815,79.35833333,2.747239264,0.406,3.844570044,0.046
Chase Sherman,85,0,1,3150,1346,3082,1278,668,296,141,109,0,0,0,27,8,0.566666667,141,84.43333333,22.34042553,0.903,149,0.881
Chase Waldon,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Cheyden Leialoha,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Chico Camus,75,0,0,990,522,759,313,865,364,243,212,4,17,10,36,14,0.025,264,74.975,3.75,0.516,2999,0.996
Chris Avila,30,0,0,150,63,128,42,355,118,3,2,0,1,0,18,6,0.625,4,29.375,37.5,0.948,47,0.716
